level,notation,prefLabel
3,PP.YW,Theorie der psychologischen Beratung
1,PR,"Religion, Esoterik"
2,PR.A,Allgemeine und einführende Schriften
3,PR.AD,Interreligiöser Dialog
3,PR.AI,Religionsphilosophie
3,PR.AM,Allgemeine Religionsphänomenologie
4,PR.AMM,Mystik
4,PR.AMS,Spiritualität
4,PR.AMY,Symbolkunde
3,PR.AO,"Geschichte, Forschung, Ausbildung, Beruf"
3,PR.AP,Religionspsychologie
3,PR.AS,"Religionssoziologie, Religionsgeographie"
3,PR.AT,Klassische Texte und Gesamtausgaben
3,PR.AV,Vermischte Schriften
2,PR.C,"Christentum, christliche Religionen, christliche Theologie"
3,PR.CA,"Kirchenverwaltung, Wesen des Christentums"
3,PR.CB,Bibelwissenschaft
4,PR.CBA,Altes Testament
4,PR.CBN,Neues Testament
4,PR.CBT,Bibel: Textausgaben
3,PR.CG,Geschichte des Christentums
4,PR.CGA,"Urchristentum, Patristik"
4,PR.CGB,Mittelalter
4,PR.CGC,"Reformation, Gegenreformation"
4,PR.CGD,Aufklärung bis 1789
4,PR.CGE,1789 bis 1945
4,PR.CGF,Ab 1945
4,PR.CGL,Einzelne Länder
4,PR.CGO,Österreich
4,PR.CGT,Einzelthemen
3,PR.CK,"Katholisches Christentum, römisch-katholische Kirche"
4,PR.CKO,"Katholisches Mönchtum, katholische Orden"
4,PR.CKP,"Papsttum, Papstgeschichte"
4,PR.CKV,Vermischte Schriften
3,PR.CL,Protestantismus
3,PR.CM,Orthodoxes Christentum
3,PR.CN,Andere christliche Gemeinschaften
3,PR.CP,Praktische Theologie
4,PR.CPF,"Frömmigkeit, christliche Lebensführung"
4,PR.CPH,Predigtlehre
4,PR.CPL,Liturgik
4,PR.CPM,Mission
4,PR.CPP,"Religionspädagogik, Katechetik"
4,PR.CPS,"Pastoraltheologie, Seelsorge"
3,PR.CS,"Systematische Theologie, allgemeine Konfessionskunde"
4,PR.CSD,"Dogmatik, Fundamentaltheologie"
4,PR.CSE,"Christliche Ethik und Soziallehre, Moraltheologie"
4,PR.CSF,Feministische Theologie
4,PR.CSM,"Irenik, Ökumene"
4,PR.CSP,Politische Theologie
3,PR.CT,Klassische Texte des Christentums
2,PR.D,Antike Religionen und alte Volksreligionen Europas
3,PR.DK,"Keltische, germanische und slawische Religionen"
3,PR.DL,"Griechische, etruskische, römische und hellenistische Religionen"
3,PR.DO,Altorientalische Religionen
2,PR.E,Religionen Asiens
3,PR.EB,Buddhismus
4,PR.EBE,Einzelthemen
4,PR.EBL,Buddhistische Religion in einzelnen Ländern
4,PR.EBT,Klassische Texte
3,PR.EC,Chinesische und japanische Religionen
3,PR.EH,"Hinduismus, Brahmanen, Vedismus"
2,PR.I,Islam
3,PR.IL,Islam in einzelnen Ländern
3,PR.IT,Klassische Texte
2,PR.J,Judentum
3,PR.JL,Judentum in einzelnen Ländern
3,PR.JT,Klassische Texte und Auslegung
2,PR.N,Naturreligionen und weitere Religionen
3,PR.NF,Religionen Afrikas
3,PR.NM,Religionen Altamerikas
2,PR.O,"Sonstige religiöse Phänomene und weltanschauliche Bewegungen, Esoterik"
3,PR.OA,"Anthroposophie, Theosophie"
3,PR.OF,Freimaurer
3,PR.ON,"Neureligiöse Bewegungen, Sekten, New Age"
4,PR.ONS,Neue Satans- und Hexenkulte
3,PR.OP,"Parapsychologie, ungeklärte Phänomene"
3,PR.OS,"Astrologie, Numerologie, Weissagung"
3,PR.OV,"Aberglaube, Magie, Volksglaube"
2,PR.Q,"Biographisches, Sekundärliteratur"
3,PR.QG,"Religion, Esoterik"
4,PR.QGS,"Sammelbiographien, Sammeldarstellungen"
4,PR.QGW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
3,PR.QR,"Religionswissenschaft, Theologie"
4,PR.QRS,"Sammelbiographien, Sammeldarstellungen"
4,PR.QRW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
0,S,Spiele
1,SP,Spiele
2,SP.B,Brett- und Tischspiele
3,SP.BD,Denkspiele
4,SP.BDG,Gedächtnisspiele
4,SP.BDK,Kombinations- und Dekodierungsspiele
4,SP.BDL,Solitärspiele
4,SP.BDS,Strategische Denkspiele
4,SP.BDT,Taktisch-topologische Denkspiele
3,SP.BG,Würfel- und Glücksspiele
4,SP.BGF,Such- und Fangspiele
4,SP.BGG,Glücksspiele
4,SP.BGK,Reine Würfelspiele
4,SP.BGS,Start-Ziel-Spiele
4,SP.BGT,Taktische Würfelspiele
3,SP.BL,Legespiele
4,SP.BLB,Buchstabenlegespiele
4,SP.BLF,Figurenlegespiele
4,SP.BLI,Bilderlegespiele
4,SP.BLL,Lottospiele
4,SP.BLN,Zahlenlegespiele
4,SP.BLT,Taktische Legespiele
4,SP.BLZ,Zeichenlegespiele
3,SP.BR,Rollenspiele
4,SP.BRA,Abenteuerspiele
4,SP.BRF,Fantasy- und SF-Rollenspiele
4,SP.BRG,Gesellschaftsspiele
4,SP.BRK,Kriminal- und Agentenspiele
4,SP.BRO,Kriegs- und Konfliktsimulationsspiele
4,SP.BRR,Reisespiele
4,SP.BRS,Sport- und Rennspiele
4,SP.BRV,Verkehrsspiele
4,SP.BRW,Wirtschaftsspiele
3,SP.BS,Geschicklichkeits- und Aktionsspiele
4,SP.BSA,Aktionsspiele
4,SP.BSG,Geschicklichkeitsspiele
4,SP.BSP,Sportspiele
4,SP.BSR,Reaktionsspiele
3,SP.BW,Weitere Brett- und Tischspiele
4,SP.BWP,Psycho- und Konversationsspiele
4,SP.BWS,Spielesammlungen
4,SP.BWV,Verschiedene Spiele
2,SP.K,Kartenspiele
3,SP.KA,Abstrakte Kartenspiele
4,SP.KAA,Augenspiele
4,SP.KAB,Kartenbesitzspiele
4,SP.KAL,Ablegespiele
3,SP.KK,Kommunikationsspiele
4,SP.KKF,Frage und Antwort
4,SP.KKK,Kreativspiele
4,SP.KKW,Wahrsagekarten
3,SP.KR,Rollenspiele
4,SP.KRA,Abenteuerspiele
4,SP.KRF,Fantasy- und SF-Spiele
4,SP.KRG,Gesellschaftsspiele
4,SP.KRK,Kriminal- und Agentenspiele
4,SP.KRO,Kriegs- und Konfliktsimulationsspiele
4,SP.KRP,Sport- und Rennspiele
4,SP.KRV,Verkehrsspiele
4,SP.KRW,Wirtschaftsspiele
2,SP.L,Lernspiele
2,SP.O,Outdoorspiele
2,SP.R,Quiz
3,SP.RB,Quizspiel als Brett- und Tischspiel
3,SP.RK,Quizspiel mit Karten
2,SP.U,Computer- und Konsolenspiele
3,SP.UA,"Actionspiele, Geschicklichkeitsspiele"
3,SP.UB,Abenteuerspiele
3,SP.UF,"Flug-, Fahr- und Sportsimulationsspiele"
3,SP.UL,Lernspiele
3,SP.UM,Wirtschaftssimulationsspiele
3,SP.UT,Strategiespiele
3,SP.UW,Umsetzungen traditioneller Spiele
2,SP.V,Spielesammlungen
0,T,"CDs, CD-Roms, Videos, DVDs, E-Medien, andere Audio- und Videomedien"
1,TA,Audio-DVDs
2,TA.NUM,Musik auf Audio-DVD
3,TA.01,Klassik instrumental
3,TA.02,Zeitgenössische Moderne
3,TA.03,Oper
3,TA.04,Operette
3,TA.05,Geistliche Werke mit Gesang
3,TA.06,Sängerportraits
3,TA.07,Weltliche Werke mit Gesang
3,TA.08,"Mittelalter, Renaissance"
3,TA.09,"Pop, Rock, Rap etc."
3,TA.10,"Jazz, Blues, Gospels"
3,TA.11,"Volksmusik, Worldmusic"
3,TA.12,"Chansons, Liedermacher"
3,TA.13,"Gebrauchsmusik, Schlager"
3,TA.14,Filmmusik
3,TA.15,"Playback-Aufnahmen, Übungs-DVDs"
3,TA.16,Geräusche
3,TA.17,Meditationsmusik
3,TA.18,Musical
4,TA.SYS,Literarisches Hörbuch und Hörsachbuch auf Audio-DVD
1,TC,Tonkassetten
2,TC.SYS,Literarisches Hörbuch und Hörsachbuch auf Kassette
1,TD,CDs
2,TD.NUM,Musik auf CD
3,TD.01,Klassik instrumental
3,TD.02,Zeitgenössische Moderne
3,TD.03,Oper
3,TD.04,Operette
3,TD.05,Geistliche Werke mit Gesang
3,TD.06,Sängerportraits
3,TD.07,Weltliche Werke mit Gesang
3,TD.08,"Mittelalter, Renaissance"
3,TD.09,"Pop, Rock, Rap etc."
3,TD.10,"Jazz, Blues, Gospels"
3,TD.11,"Volksmusik, Worldmusic"
3,TD.12,"Chansons, Liedermacher"
3,TD.13,"Gebrauchsmusik, Schlager"
3,TD.14,Filmmusik
3,TD.15,"Playback-Aufnahmen, Übungs-CDs"
3,TD.16,Geräusche
3,TD.17,Meditationsmusik
3,TD.18,Musical
4,TD.SYS,Literarisches Hörbuch und Hörsachbuch auf CD
1,TE,E-Books
2,TE.SYS,E-Books  zu einzelnen Systematikgebieten
1,TF,E-Video
2,TF.NUM,Spielfilme auf E-Video
3,TF.01,Autorenfilme
3,TF.02,"Cartoon: Animationsfilm, Zeichentrick- und Puppenfilm"
3,TF.03,"Kunst: Filme von Videokünstlern, Experimentalfilm, Avantgardefilm, Untergrundfilm, Kurzfilm"
3,TF.04,"Comedy, Komödie, Slapstick, Satire, deutscher Unterhaltungsfilm"
3,TF.05,"Musikfilm, Tanzfilm, Show"
3,TF.06,"Kriminalfilm, Film Noir, Agentenfilm, Detektivfilm, Polizeifilm, Gefängnisfilm"
3,TF.07,"Phantastischer Film, Science Fiction- und Utopischer Film, Mystik"
3,TF.08,"Adventure: Action- und Katastrophenfilm, Kriegs- und Antikriegsfilm, Mafia, Abenteuerfilm, Road Movie, Asiatischer Kampffilm"
3,TF.09,Western
3,TF.10,"Heimatfilm, Wiener Film, Tourismusfilm"
3,TF.11,"Politischer und Sozialkritischer Film, Feministischer Film"
3,TF.12,"Monumental- und Historischer Film, Kostümfilm"
3,TF.13,"Horrorfilm, Splattermovie"
3,TF.14,"Drama: Tragödie, Liebesfilm, Familienepos, Melodram, Kinder- und Jugendproblematik"
3,TF.15,Literaturverfilmungen
3,TF.16,Stummfilm
3,TF.17,Dokumentarfilm
3,TF.18,Serien (TV- und Miniserien)
4,TF.SYS,E-Videos zu einzelnen Systematikgebieten
1,TG,Diverse Audio- und Videomedien
2,TG.SYS,"Diverse Audio- und Videomedien (z.B. Tonies, USB-Sticks)"
1,TH,E-Audio
2,TH.NUM,Musik auf E-Audio
3,TH.01,Klassik instrumental
3,TH.02,Zeitgenössische Moderne
3,TH.03,Oper
3,TH.04,Operette
3,TH.05,Geistliche Werke mit Gesang
3,TH.06,Sängerportraits
3,TH.07,Weltliche Werke mit Gesang
3,TH.08,"Mittelalter, Renaissance"
3,TH.09,"Pop, Rock, Rap etc."
3,TH.10,"Jazz, Blues, Gospels"
3,TH.11,"Volksmusik, Worldmusic"
3,TH.12,"Chansons, Liedermacher"
3,TH.13,"Gebrauchsmusik, Schlager"
3,TH.14,Filmmusik
3,TH.15,Playback-Aufnahmen
3,TH.16,Geräusche
3,TH.17,Meditationsmusik
3,TH.18,Musical
4,TH.SYS,Literarisches Hörbuch und Hörsachbuch auf E-Audio
1,TO,DVD-Roms
2,TO.SYS,DVD-Roms zu einzelnen Sachgebieten
1,TR,CD-Roms
2,TR.SYS,CD-Roms zu einzelnen Sachgebieten
1,TS,Schallplatten
2,TS.NUM,Musikschallplatten
3,TS.01,Klassik instrumental
3,TS.02,Zeitgenössische Moderne
3,TS.03,Oper
3,TS.04,Operette
3,TS.05,Geistliche Werke mit Gesang
3,TS.06,Sängerportraits
3,TS.07,Weltliche Werke mit Gesang
3,TS.08,"Mittelalter, Renaissance"
3,TS.09,"Pop, Rock, Rap etc."
3,TS.10,"Jazz, Blues, Gospels"
3,TS.11,"Volksmusik, Worldmusic"
3,TS.12,"Chansons, Liedermacher"
3,TS.13,"Gebrauchsmusik, Schlager"
3,TS.14,Filmmusik
3,TS.15,Playback-Aufnahmen
3,TS.16,Geräusche
3,TS.17,Meditationsmusik
3,TS.18,Musical
1,TT,Video-DVDs
2,TT.KM.NUM,Musikvideos und Konzerte auf DVD
3,TT.KM.01,Klassik instrumental
3,TT.KM.02,Zeitgenössische Moderne
3,TT.KM.03,Oper
3,TT.KM.04,Operette
3,TT.KM.05,Geistliche Werke mit Gesang
3,TT.KM.06,Sängerportraits
3,TT.KM.07,Weltliche Werke mit Gesang
3,TT.KM.08,"Mittelalter, Renaissance"
3,TT.KM.09,"Pop, Rock, Rap etc."
3,TT.KM.10,"Jazz, Blues, Gospels"
3,TT.KM.11,"Volksmusik, Worldmusic"
3,TT.KM.12,"Chansons, Liedermacher"
3,TT.KM.13,"Gebrauchsmusik, Schlager"
3,TT.KM.14,Filmmusik
3,TT.KM.15,"Playback-Aufnahmen, Übungs-DVDs"
3,TT.KM.16,Geräusche
3,TT.KM.17,Meditationsmusik
3,TT.KM.18,Musical
2,TT.NUM,Spielfilme auf DVD
3,TT.01,Autorenfilme
3,TT.02,"Cartoon: Animationsfilm, Zeichentrick- und Puppenfilm"
3,TT.03,"Kunst: Filme von Videokünstlern, Experimentalfilm, Avantgardefilm, Untergrundfilm, Kurzfilm"
3,TT.04,"Comedy, Komödie, Slapstick, Satire, deutscher Unterhaltungsfilm"
3,TT.05,"Musikfilm, Tanzfilm, Show"
3,TT.06,"Kriminalfilm, Film Noir, Agentenfilm, Detektivfilm, Polizeifilm, Gefängnisfilm"
3,TT.07,"Phantastischer Film, Science Fiction- und Utopischer Film, Mystik"
3,TT.08,"Adventure: Action- und Katastrophenfilm, Kriegs- und Antikriegsfilm, Mafia, Abenteuerfilm, Road Movie, Asiatischer Kampffilm"
3,TT.09,Western
3,TT.10,"Heimatfilm, Wiener Film, Tourismusfilm"
3,TT.11,"Politischer und Sozialkritischer Film, Feministischer Film"
3,TT.12,"Monumental- und Historischer Film, Kostümfilm"
3,TT.13,"Horrorfilm, Splattermovie"
3,TT.14,"Drama: Tragödie, Liebesfilm, Familienepos, Melodram, Kinder- und Jugendproblematik"
3,TT.15,Literaturverfilmungen
3,TT.16,Stummfilm
3,TT.17,Dokumentarfilm
3,TT.18,Serien (TV- und Miniserien)
4,TT.SYS,DVDs zu einzelnen Systematikgebieten
1,TV,Videokassetten
2,TV.KM.NUM,"Musikvideos, Konzerte auf Videokassette"
3,TV.KM.01,Klassik instrumental
3,TV.KM.02,Zeitgenössische Moderne
3,TV.KM.03,Oper
3,TV.KM.04,Operette
3,TV.KM.05,Geistliche Werke mit Gesang
3,TV.KM.06,Sängerportraits
3,TV.KM.07,Weltliche Werke mit Gesang
3,TV.KM.08,"Mittelalter, Renaissance"
3,TV.KM.09,"Pop, Rock, Rap etc."
3,TV.KM.10,"Jazz, Blues, Gospels"
3,TV.KM.11,"Volksmusik, Worldmusic"
3,TV.KM.12,"Chansons, Liedermacher"
3,TV.KM.13,"Gebrauchsmusik, Schlager"
3,TV.KM.14,Filmmusik
3,TV.KM.15,"Playback-Aufnahmen, Übungs-Videos"
3,TV.KM.16,Geräusche
3,TV.KM.17,Meditationsmusik
3,TV.KM.18,Musical
2,TV.NUM,Spielfilme auf Videokassette
3,TV.01,Autorenfilme
3,TV.02,"Cartoon: Animationsfilm, Zeichentrick- und Puppenfilm"
3,TV.03,"Kunst: Filme von Videokünstlern, Experimentalfilm, Avantgardefilm, Untergrundfilm, Kurzfilm"
3,TV.04,"Comedy, Komödie, Slapstick, Satire, deutscher Unterhaltungsfilm"
3,TV.05,"Musikfilm, Tanzfilm, Show"
3,TV.06,"Kriminalfilm, Film Noir, Agentenfilm, Detektivfilm, Polizeifilm, Gefängnisfilm"
3,TV.07,"Phantastischer Film, Science Fiction- und Utopischer Film, Mystik"
3,TV.08,"Adventure: Action- und Katastrophenfilm, Kriegs- und Antikriegsfilm, Mafia, Abenteuerfilm, Road Movie, Asiatischer Kampffilm"
3,TV.09,Western
3,TV.10,"Heimatfilm, Wiener Film, Tourismusfilm"
3,TV.11,"Politischer und Sozialkritischer Film, Feministischer Film"
3,TV.12,"Monumental- und Historischer Film, Kostümfilm"
3,TV.13,"Horrorfilm, Splattermovie"
3,TV.14,"Drama: Tragödie, Liebesfilm, Familienepos, Melodram, Kinder- und Jugendproblematik"
3,TV.15,Literaturverfilmungen
3,TV.16,Stummfilm
3,TV.17,Dokumentarfilm
3,TV.18,Serien (TV- und Miniserien)
4,TV.SYS,Videokassetten zu einzelnen Systematikgebieten
1,TZ,E-Paper
2,TZ.SYS,E-Paper zu einzelnen Sachgebieten
0,V,"Freizeit, Spiele, Hobbies. Haushalt, Kochen, Wohnen. Sport"
1,VB,"Kreative Beschäftigung, Spiele, Feste, Hobbies"
2,VB.A,Allgemeine und übergreifende Schriften
2,VB.B,Basteln
3,VB.BA,Basteln zu Advent und Weihnachten
3,VB.BB,Basteln zu Ostern
3,VB.BC,"Basteln von Geschenken, Verpackungen und Karten"
3,VB.BD,"Basteln von Dekorativem für Wohnung, Haus und Garten"
3,VB.BG,Basteln von Schmuck und Accessoires
3,VB.BI,Basteln von Spielen und Spielzeug
3,VB.BK,"Basteln mit Glas, Ton, Keramik und Porzellan"
3,VB.BL,Basteln mit Holz
3,VB.BM,Basteln mit Metall
3,VB.BP,Basteln mit Papier
3,VB.BT,"Basteln mit Textilien, Leder und Fell"
3,VB.BW,"Basteln mit weiteren Materialien, zu weiteren Themen und Anlässen"
2,VB.C,Sammeln
3,VB.CB,"Briefmarkensammeln, Philatelie"
3,VB.CM,"Münzsammeln, Numismatik"
2,VB.F,Spiele
3,VB.FA,Kulturgeschichte des Spiels und Spielzeugs
3,VB.FB,Brettspiele
4,VB.FBS,Schach
3,VB.FC,Computerspiele
3,VB.FG,Gesellschaftsspiele
3,VB.FJ,Kinderspiele
3,VB.FK,Kartenspiele
3,VB.FL,Glücksspiele
3,VB.FR,"Denksport, Rätsel"
4,VB.FRZ,Zaubertricks
3,VB.FW,Weitere Spiele
2,VB.Q,"Biographisches, Sekundärliteratur"
3,VB.QS,"Sammelbiographien, Sammeldarstellungen"
2,VB.T,"Feste, Festgestaltung"
3,VB.TG,Kulturgeschichte
3,VB.TH,Hochzeit
3,VB.TJ,Kinderfeste
3,VB.TX,"Advent, Weihnachten"
3,VB.TY,Ostern
1,VK,"Schönheitspflege, Kosmetik, Frisur, Mode, Outfit"
2,VK.B,Berufskunde
2,VK.F,Frisur
2,VK.K,"Kosmetik, Piercing, Tätowierung"
2,VK.M,Mode
3,VK.MR,Ratgeber
2,VK.Q,"Biographisches, Sekundärliteratur"
3,VK.QS,"Sammelbiographien, Sammeldarstellungen"
3,VK.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
1,VL,"Haushalt, Kochen, Wohnen"
2,VL.A,Allgemeine und einführende Schriften
2,VL.K,Kochen und Lebensmittelkunde
3,VL.KA,Kulturgeschichte des Essens
3,VL.KB,Berufskunde
3,VL.KC,"Konservieren, Vorratshaltung"
3,VL.KD,Tischkultur
3,VL.KF,"Nahrungs-, Genussmittel- und Getränkekunde"
4,VL.KFA,Herstellung von Getränken im Haushalt
4,VL.KFB,"Bier, Spirituosen"
4,VL.KFK,"Kaffee, Tee, Kakao"
4,VL.KFT,Tabak
4,VL.KFW,Wein
4,VL.KFZ,"Weitere Nahrungsmittel, Genussmittel und Getränke"
3,VL.KH,Allgemeine Kochbücher und Rezeptsammlungen
3,VL.KL,Kochen: Zubereitung einzelner Lebensmittel
4,VL.KLF,"Fleisch, Geflügel, Wild"
4,VL.KLG,"Getreide, Getreideerzeugnisse"
4,VL.KLI,"Milch, Eier"
4,VL.KLM,"Fisch, Meeresfrüchte"
4,VL.KLO,"Obst, Gemüse"
4,VL.KLV,Weitere Lebensmittel
3,VL.KN,"Backen, Konfektherstellung"
4,VL.KNB,"Brot, Pizza, salziges Gebäck"
4,VL.KNK,"Kuchen, Konfekt, süßes Gebäck"
3,VL.KP,Kochen: Zubereitung einzelner Speisen aus verschiedenen Lebensmitteln
4,VL.KPH,Hauptspeisen
4,VL.KPN,Nachspeisen
4,VL.KPV,"Vorspeisen, Suppen"
4,VL.KPW,Weitere Speisen
3,VL.KR,Regionale Kochkunst
4,VL.KRE,Europa
4,VL.KRO,Österreich
4,VL.KRS,Außereuropa
3,VL.KS,Kochen: Spezielle Zubereitungsarten und -geräte
3,VL.KV,Vollwert- und vegetarische Küche
3,VL.KW,Weitere Themen
2,VL.Q,"Biographisches, Sekundärliteratur"
3,VL.QS,"Sammelbiographien, Sammeldarstellungen"
3,VL.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
2,VL.T,"Handarbeiten, Schneidern, Nähen, Textilpflege"
3,VL.TH,"Handarbeit, Schneidern, Nähen"
3,VL.TP,"Häusliche Textilpflege, Wäsche"
2,VL.W,Wohnungseinrichtung und -pflege
1,VS,Sport
2,VS.A,Allgemeine und einführende Schriften
3,VS.AB,Behindertensport
3,VS.AF,Freizeitsport
4,VS.AFA,Freizeitsport im Alter
3,VS.AG,Geschichte
3,VS.AM,"Sportmedizin, Allgemeine Bewegungs- und Trainingslehre"
4,VS.AME,Sportpädagogik
4,VS.AMH,Sportpsychologie
4,VS.AMM,Sportmedizin
3,VS.AP,"Sportpolitik, Sportförderung, Sportausrüstung, Ausbildung"
3,VS.AV,Vermischte Schriften
2,VS.B,"Wandern, Bergsteigen"
2,VS.F,Flugsport
2,VS.H,"Kampfsport, Kraftsport, Schwerathletik"
3,VS.HO,"Selbstverteidigungssport, Ostasiatische Kampfsportarten"
2,VS.I,Wintersport
3,VS.IS,Schilauf
2,VS.L,Leichtathletik
3,VS.LL,Laufsport
2,VS.M,Motorsport
3,VS.MA,Automobilmotorsport
3,VS.MR,Motorradsport
2,VS.O,Sonstige Sportarten
3,VS.OK,Kugelspiele
3,VS.OR,Rollsport
3,VS.OS,Schießsport
2,VS.P,Pferdesport
2,VS.Q,"Biographisches, Sekundärliteratur"
3,VS.QS,"Sammelbiographien, Sammeldarstellungen"
3,VS.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
2,VS.R,Radsport
2,VS.S,Ballspiele
3,VS.SF,Fußball
3,VS.SG,Golf
3,VS.SH,"Handball, Basketball, Volleyball"
3,VS.ST,"Tennis, Squash, Badminton, Tischtennis"
3,VS.SW,Weitere Ballspiele
2,VS.T,"Gymnastik, Turnen"
3,VS.TK,Gymnastik und Turnen für Kinder
2,VS.W,Wassersport
3,VS.WG,Segeln
3,VS.WS,Schwimmen
3,VS.WT,Tauchen
3,VS.WU,"Windsurfen, Wellenreiten, Wasserschifahren"
3,VS.WW,Weitere Wassersportarten
1,VW,Weitere Themen der Lebens- und Freizeitgestaltung
2,VW.Q,"Biographisches, Sekundärliteratur"
3,VW.QS,"Sammelbiographien, Sammeldarstellungen"
3,VW.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
0,W,Internetressourcen
1,W.SYS,Internetressourcen zu einzelnen Sachgebieten
0,Y,Geräte und Gegenstände
1,YE,Elektronische Geräte
2,YE.L,"Laptop, Tablet"
2,YE.M,MP3 Player
2,YE.R,E-Reader
2,YE.S,"Lese- und Hörstifte (z.B. Tiptoi, Ting, Bookie)"
2,YE.T,Tonie Box
1,YF,Fahrzeuge
1,YS,Sportgeräte
1,YV,Verschiedene/Sonstige Gegenstände
1,YW,"Werkzeug, elektrische Geräte"
0,Z,Zeitschriften
1,Z.SYS,Zeitschriften zu einzelnen Sachgebieten
