level,notation,prefLabel
4,NT.LNA,"Alternative Energieerzeugung, Windkraftwerke, Solaranlagen"
4,NT.LNK,Kernkraftwerke
4,NT.LNS,Wasserkraftwerke
4,NT.LNW,"Wärmekraftmaschinen, Wärmekraftwerke"
2,NT.M,"Metallbearbeitung, allgemeine Fertigungstechnik, Feinwerktechnik"
3,NT.MB,Berufskunde für Handwerksberufe
3,NT.MF,Fertigungsverfahren
3,NT.MI,"Feinwerktechnik, Edelmetall- und Edelsteinbearbeitung"
2,NT.N,Nahrungs- und Genussmittelindustrie
3,NT.NB,Berufskunde für Handwerksberufe
3,NT.NG,Industrielle Herstellung und Verarbeitung von Getränken
3,NT.NN,"Industrielle Herstellung, Verarbeitung, Lagerung und Konservierung von Nahrungs- und Genussmitteln"
2,NT.O,Waffen- und Wehrtechnik
2,NT.P,Fototechnik. Film- und Videotechnik
3,NT.PB,Berufskunde für Handwerksberufe
3,NT.PD,Digitale Fotografie
3,NT.PF,Fotoaufnahmetechnik
4,NT.PFK,Fotokameras und Zubehör
4,NT.PFM,"Fotomotive, Themen und Anlässe"
3,NT.PP,Spezielle Fotografie
4,NT.PPA,Angewandte Fotografie
4,NT.PPD,Dia-Fotografie
4,NT.PPF,Farbfotografie
4,NT.PPS,Schwarzweiß-Fotografie
3,NT.PV,Film- und Videotechnik
2,NT.Q,"Biographisches, Sekundärliteratur"
3,NT.QS,"Sammelbiographien, Sammeldarstellungen"
3,NT.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
2,NT.R,"Funk-, Nachrichten-, Radio- und Fernsehtechnik"
3,NT.RB,Berufskunde für Handwerksberufe
3,NT.RG,Geschichte
3,NT.RR,Radio- und Fernsehtechnik
4,NT.RRF,Fernsehtechnik
4,NT.RRK,Elektroakustik
4,NT.RRR,Radiotechnik
4,NT.RRU,Amateurfunk
3,NT.RT,Telekommunikation
4,NT.RTF,Fernsprechtechnik
4,NT.RTM,Mobiltelefonie
4,NT.RTX,Text- und Bildkommunikation
3,NT.RV,Weitere Anwendungsgebiete
2,NT.S,Steine- und Erdenverarbeitung
3,NT.SB,Berufskunde für Handwerksberufe
2,NT.T,"Textil- und Lederverarbeitung, Bekleidungsgewerbe"
3,NT.TB,Berufskunde für Handwerksberufe
3,NT.TG,Geschichte
2,NT.U,Umwelttechnik und Abfallwirtschaft
2,NT.V,"Verkehrstechnik, Modellbau"
3,NT.VE,Modellbau: Allgemeines
3,NT.VF,Luftfahrt
4,NT.VFE,Modellflugzeuge und -hubschrauber
3,NT.VI,"Schienenverkehr, Schienenfahrzeuge"
4,NT.VIE,Modelleisenbahnen
4,NT.VIL,"Lokomotiven, Triebwagen, Eisenbahnwagen"
4,NT.VIR,Einzelne Eisenbahnstrecken
4,NT.VIS,Spezialbahnen
3,NT.VS,Schifffahrt
4,NT.VSE,Schiffsmodelle
3,NT.VT,Straßenverkehr
4,NT.VTB,Berufskunde für Handwerksberufe
4,NT.VTE,"Modellautos, Modell-Motorräder"
4,NT.VTF,Führerschein
4,NT.VTM,"Motorräder, Mopeds"
4,NT.VTN,Nutz- und Spezialfahrzeuge
4,NT.VTP,Personenkraftwagen
4,NT.VTR,Fahrrad
4,NT.VTW,Weitere Straßenfahrzeuge
3,NT.VW,Raumfahrt- und Satellitentechnik
2,NT.Z,Weitere Zweige
3,NT.ZD,Weitere Gewerbezweige
3,NT.ZT,Weitere Zweige der Technik
4,NT.ZTB,"Biotechnologie, Bionik, Biotechnik"
0,P,"Buch-, Bibliotheks-, Dokumentations- und Informationswesen. Philosophie. Sprache. Literatur. Pädagogik. Psychologie. Religion"
1,PB,"Buch-, Bibliotheks-, Dokumentations- und Informationswesen"
2,PB.A,Allgemeine und einführende Schriften
2,PB.B,Bibliothekswesen
3,PB.BA,"Ziele und Aufgaben, Entwicklungspläne"
3,PB.BB,"Bestandsaufbau, Erwerbung"
3,PB.BE,Einzelne Bibliotheken
4,PB.BEO,Österreich
3,PB.BF,Bibliotheks- und Büchereitypen
4,PB.BFO,Öffentliche Bibliotheken
5,PB.BFO.B,Bücherbus
5,PB.BFO.G,Gefängnisbibliothek
5,PB.BFO.K,Kinder- und Jugendbibliothek
5,PB.BFO.L,Lehrlingsbibliothek
5,PB.BFO.M,Musikbibliothek
5,PB.BFO.S,Krankenhausbibliothek
5,PB.BFO.U,Schulbibliothek
4,PB.BFW,Wissenschaftliche Bibliotheken
3,PB.BG,Geschichte
4,PB.BGD,Deutschland
4,PB.BGO,Österreich
3,PB.BI,"Information Retrieval, bibliothekarische Recherchetechniken"
3,PB.BK,"Klassifikation, Erschließung"
3,PB.BL,Benutzer- und Leserforschung
3,PB.BM,"Werbung, Öffentlichkeitsarbeit, Bibliothekspädagogik, Bestandsvermittlung"
3,PB.BN,Bibliotheksplanung und -bau
3,PB.BO,Organisationen und Verbände
4,PB.BOO,Österreich
3,PB.BR,Bibliotheksrecht
3,PB.BS,Bestandssicherung
3,PB.BT,Bibliothekstechnik
3,PB.BV,"Bibliotheksverwaltung, Bibliotheksbetrieb, Leitung, Organisation"
3,PB.BY,"Ausbildung, Beruf"
4,PB.BYH,Hausarbeiten
5,PB.BYH.B,Gehobener Fachdienst
6,PB.BYH.BA,"Ziele und Aufgaben, Entwicklungspläne"
6,PB.BYH.BB,"Bestandsaufbau, Erwerbung"
6,PB.BYH.BE,Einzelne Bibliotheken
6,PB.BYH.BF,Bibliotheks- und Büchereitypen
6,PB.BYH.BG,Geschichte des Bibliothekswesens
6,PB.BYH.BK,"Klassifikation, Erschließung"
6,PB.BYH.BL,"Benutzerforschung, Bibliothekspädagogik"
6,PB.BYH.BM,"Werbung, Öffentlichkeitsarbeit"
6,PB.BYH.BN,Bibliotheksplanung und -bau
6,PB.BYH.BO,Organisationen und Verbände
6,PB.BYH.BR,Bibliotheksrecht
6,PB.BYH.BS,Bestandssicherung
6,PB.BYH.BT,Bibliothekstechnik
6,PB.BYH.BV,"Bibliotheksverwaltung, Bibliotheksbetrieb"
6,PB.BYH.BY,"Ausbildung, Beruf"
6,PB.BYH.BZ,Weitere Themen
5,PB.BYH.C,Mittlerer Fachdienst
6,PB.BYH.CA,"Ziele und Aufgaben, Entwicklungspläne"
6,PB.BYH.CB,"Bestandsaufbau, Erwerbung"
6,PB.BYH.CE,Einzelne Bibliotheken
6,PB.BYH.CF,Bibliotheks- und Büchereitypen
6,PB.BYH.CG,Geschichte des Bibliothekswesens
6,PB.BYH.CK,"Klassifikation, Erschließung"
6,PB.BYH.CL,"Benutzerforschung, Bibliothekspädagogik"
6,PB.BYH.CM,"Werbung, Öffentlichkeitsarbeit"
6,PB.BYH.CN,Bibliotheksplanung und -bau
6,PB.BYH.CO,Organisationen und Verbände
6,PB.BYH.CR,Bibliotheksrecht
6,PB.BYH.CS,Bestandssicherung
6,PB.BYH.CT,Bibliothekstechnik
6,PB.BYH.CV,"Bibliotheksverwaltung, Bibliotheksbetrieb"
6,PB.BYH.CY,"Ausbildung, Beruf"
6,PB.BYH.CZ,Weitere Themen
5,PB.BYH.E,"Ehrenamt, Nebenberuf"
6,PB.BYH.EA,"Ziele und Aufgaben, Entwicklungspläne"
6,PB.BYH.EB,"Bestandsaufbau, Erwerbung"
6,PB.BYH.EE,Einzelne Bibliotheken
6,PB.BYH.EF,Bibliotheks- und Büchereitypen
6,PB.BYH.EG,Geschichte des Bibliothekswesens
6,PB.BYH.EK,"Klassifikation, Erschließung"
6,PB.BYH.EL,"Benutzerforschung, Bibliothekspädagogik"
6,PB.BYH.EM,"Werbung, Öffentlichkeitsarbeit"
6,PB.BYH.EN,Bibliotheksplanung und -bau
6,PB.BYH.EO,Organisationen und Verbände
6,PB.BYH.ER,Bibliotheksrecht
6,PB.BYH.ES,Bestandssicherung
6,PB.BYH.ET,Bibliothekstechnik
6,PB.BYH.EV,"Bibliotheksverwaltung, Bibliotheksbetrieb"
6,PB.BYH.EY,"Ausbildung, Beruf"
6,PB.BYH.EZ,Weitere Themen
3,PB.BZ,Weitere Themen
2,PB.C,Archivwesen
2,PB.D,Informations- und Dokumentationswesen
2,PB.Q,"Biographisches, Sekundärliteratur"
3,PB.QS,"Sammelbiographien, Sammeldarstellungen"
3,PB.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
2,PB.S,Schriftkunde
3,PB.SG,Schriftgeschichte
3,PB.SK,Kalligrafie
3,PB.SS,"Stenografie, Maschinenschreiben"
3,PB.SV,Weitere Themen
2,PB.U,Buch und Buchgewerbe
3,PB.UB,Berufskunde
3,PB.UG,Geschichte des Buchs und des Buchdrucks
3,PB.UH,"Buchhandel, Verlagswesen"
3,PB.UK,"Buchkunst, Buchillustration"
3,PB.UP,"Buchbinderei, Buchpflege"
3,PB.UV,Vermischte Schriften
1,PI,Philosophie
2,PI.A,Allgemeine und einführende Schriften
3,PI.AO,"Forschung, Verhältnis zu anderen Wissenschaften"
3,PI.AV,"Vermischte Schriften, Humor, Anekdoten"
2,PI.G,Geschichte der Philosophie
3,PI.GA,Antike und Mittelalter
4,PI.GAA,Antike
4,PI.GAM,Mittelalter
3,PI.GB,Neuzeit
4,PI.GBE,15. und 16. Jahrhundert
4,PI.GBK,17. und 18. Jahrhundert
4,PI.GBN,19. Jahrhundert
4,PI.GBP,20. und 21. Jahrhundert
3,PI.GI,"Interkulturelle Philosophie, nicht-abendländische Philosophie"
4,PI.GIA,Arabische Philosophie
4,PI.GIC,Chinesische Philosophie
4,PI.GIF,Afrikanische Philosophie
4,PI.GIJ,Jüdische Philosophie
4,PI.GIM,Lateinamerikanische Philosophie
4,PI.GIN,Indische Philosophie
4,PI.GIP,Japanische Philosophie
3,PI.GR,Nationale abendländische philosophische Traditionen
4,PI.GRO,Österreichische Philosophie
3,PI.GT,Geschichte der Philosophie unter besonderen Gesichtspunkten
4,PI.GTF,Feministische Philosophie
2,PI.I,"Ethik, Moralphilosophie, Praktische Philosophie"
3,PI.IA,Vermischte Schriften
3,PI.IB,Bereichsethiken
3,PI.IP,"Philosophische Lebenskunst, philosophische Praxis, philosophisches Café"
4,PI.IPK,Philosophieren mit Kindern
2,PI.J,"Kulturphilosophie, Geschichtsphilosophie"
3,PI.JA,Vermischte Schriften
2,PI.L,"Philosophische Methodologie, Erkenntnis- und Wissenschaftstheorie"
3,PI.LL,Philosophische Logik
4,PI.LLA,Vermischte Schriften
3,PI.LN,"Neurophilosophie, Philosophie des Geistes"
4,PI.LNA,Vermischte Schriften
3,PI.LS,Sprachphilosophie
4,PI.LSA,Vermischte Schriften
3,PI.LV,Vermischte Schriften
2,PI.M,"Metaphysik, Ontologie, Naturphilosophie"
3,PI.MA,Vermischte Schriften
2,PI.P,Philosophische Anthropologie
3,PI.PA,Vermischte Schriften
2,PI.Q,"Biographisches, Sekundärliteratur"
3,PI.QS,"Sammelbiographien, Sammeldarstellungen"
3,PI.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
2,PI.S,Ästhetik
3,PI.SA,Vermischte Schriften
2,PI.T,Klassische Texte und Gesamtausgaben
3,PI.TE,Anthologien
3,PI.TV,"Philosophische Aphorismen, Lebensweisheiten"
1,PK,"Sprache, Sprachwissenschaft und Sprachgeschichte"
2,PK.A,Allgemeine und einführende Schriften
3,PK.AL,Allgemeine und vergleichende Sprachwissenschaft
3,PK.AS,Sprichwörter- und Zitatensammlungen
3,PK.AV,Vermischte Schriften
2,PK.D,Deutsch
3,PK.DF,Deutsch als Fremdsprache
3,PK.DG,Geschichte der deutschen Sprache
3,PK.DH,Rechtschreibung und Grammatik der deutschen Sprache
3,PK.DM,Sondersprachen der deutschen Sprache
3,PK.DR,"Sprechwissenschaft, Rhetorik"
3,PK.DS,Stilistik der deutschen Sprache
3,PK.DW,Wörterbücher der deutschen Sprache
2,PK.E,Englisch
3,PK.EK,Sprachkurse
3,PK.EW,Wörterbücher
2,PK.G,Alte Sprachen der klassischen Antike
3,PK.GG,Altgriechisch
4,PK.GGK,Sprachkurse
4,PK.GGW,Wörterbücher
3,PK.GL,Latein
4,PK.GLK,Sprachkurse
4,PK.GLW,Wörterbücher
2,PK.K,Skandinavische Sprachen
3,PK.KD,Dänisch
3,PK.KI,Isländisch
3,PK.KN,Norwegisch
3,PK.KS,Schwedisch
2,PK.Q,"Biographisches, Sekundärliteratur"
3,PK.QS,Sammeldarstellungen
3,PK.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
2,PK.R,Romanische Sprachen
3,PK.RF,Französisch
4,PK.RFK,Sprachkurse
4,PK.RFW,Wörterbücher
3,PK.RI,Italienisch
4,PK.RIK,Sprachkurse
4,PK.RIW,Wörterbücher
3,PK.RP,Portugiesisch
4,PK.RPK,Sprachkurse
4,PK.RPW,Wörterbücher
3,PK.RS,Spanisch
4,PK.RSK,Sprachkurse
4,PK.RSW,Wörterbücher
3,PK.RW,Weitere romanische Sprachen
2,PK.S,Slawische Sprachen
3,PK.SA,Slowakisch
4,PK.SAK,Sprachkurse
4,PK.SAW,Wörterbücher
3,PK.SK,Kroatisch
4,PK.SKK,Sprachkurse
4,PK.SKW,Wörterbücher
3,PK.SO,Slowenisch
4,PK.SOK,Sprachkurse
4,PK.SOW,Wörterbücher
3,PK.SP,Polnisch
4,PK.SPK,Sprachkurse
4,PK.SPW,Wörterbücher
3,PK.SR,Russisch
4,PK.SRK,Sprachkurse
4,PK.SRW,Wörterbücher
3,PK.SS,"Serbisch, Serbokroatisch"
4,PK.SSK,Sprachkurse
4,PK.SSW,Wörterbücher
3,PK.ST,Tschechisch
4,PK.STK,Sprachkurse
4,PK.STW,Wörterbücher
3,PK.SW,Weitere slawische Sprachen
2,PK.T,Weitere europäische Sprachen
3,PK.TG,Neugriechisch
4,PK.TGK,Sprachkurse
4,PK.TGW,Wörterbücher
3,PK.TI,Niederländisch
4,PK.TIK,Sprachkurse
4,PK.TIW,Wörterbücher
3,PK.TU,Ungarisch
4,PK.TUK,Sprachkurse
4,PK.TUW,Wörterbücher
2,PK.U,Außereuropäische Sprachen
3,PK.UA,Arabisch
4,PK.UAK,Sprachkurse
4,PK.UAW,Wörterbücher
3,PK.UC,Chinesisch
4,PK.UCK,Sprachkurse
4,PK.UCW,Wörterbücher
3,PK.UF,Afrikanische Sprachen
3,PK.UH,"Hebräisch, Jiddisch"
4,PK.UHK,Sprachkurse
4,PK.UHW,Wörterbücher
3,PK.UJ,Japanisch
4,PK.UJK,Sprachkurse
4,PK.UJW,Wörterbücher
3,PK.UP,Persisch
4,PK.UPK,Sprachkurse
4,PK.UPW,Wörterbücher
3,PK.UT,Türkisch
4,PK.UTK,Sprachkurse
4,PK.UTW,Wörterbücher
1,PL,"Literaturwissenschaft, Literaturgeschichte"
2,PL.A,Allgemeine und einführende Schriften
3,PL.AG,Literarische Gattungen
4,PL.AGD,Dramatik
4,PL.AGE,Epik
4,PL.AGL,Lyrik
4,PL.AGW,Weitere literarische Gattungen
3,PL.AI,"Literaturinterpretation, Literaturkritik, Literaturästhetik, Rezeption"
3,PL.AK,Theorie und Geschichte besonderer Literaturkategorien
4,PL.AKB,Theorie und Geschichte der Gebrauchs- und Sachliteratur
4,PL.AKG,"Theorie und Geschichte der Frauen-, Männer-, Lesben- und Schwulenliteratur"
4,PL.AKK,Theorie und Geschichte der Kinder- und Jugendliteratur
4,PL.AKT,Theorie und Geschichte der Trivialliteratur
4,PL.AKW,Theorie und Geschichte weiterer besonderer Literaturkategorien
3,PL.AL,"Literatursoziologie und -politik, Literarisches Leben, literarische Stätten"
3,PL.AM,"Literarische Themen, Stoffe und Motive"
2,PL.D,Geschichte der deutschsprachigen Literatur
3,PL.DE,Einzelne Epochen
4,PL.DEA,Mittelalter (Anfänge bis 1400)
4,PL.DEB,"Humanismus, Renaissance, Barock (1400-1700)"
4,PL.DEK,"Aufklärung, Klassik, Romantik (1700-1815)"
4,PL.DEN,19. Jahrhundert (1815-1918)
4,PL.DEP,20. Jahrhundert (1918-1989)
4,PL.DER,20. und 21. Jahrhundert (ab 1989)
3,PL.DG,Einzelne Gattungen
4,PL.DGD,Dramatik
4,PL.DGE,Epik
4,PL.DGL,Lyrik
3,PL.DK,Besondere Literaturkategorien
3,PL.DM,"Literarische Themen, Stoffe und Motive"
3,PL.DR,Geschichte der deutschsprachigen Literatur nach Regionen und Mundarten
3,PL.DT,Vermischte Schriften und Essays zur Geschichte der deutschsprachigen Literatur
2,PL.E,Englische Literaturgeschichte
3,PL.EM,Geschichte der nordamerikanischen Literatur
3,PL.ES,Weitere englischsprachige Literatur Außereuropas
2,PL.G,Geschichte der Weltliteratur
3,PL.GA,Antike Literatur
4,PL.GAG,Altgriechische Literatur
4,PL.GAL,Lateinische Literatur
3,PL.GF,Mittelalter
3,PL.GN,Renaissance bis Realismus
3,PL.GP,20. Jahrhundert
3,PL.GR,21. Jahrhundert
2,PL.K,Skandinavische Literaturgeschichte
2,PL.O,Österreichische Literaturgeschichte
3,PL.OE,Einzelne Epochen
4,PL.OEA,1815 - 1848
4,PL.OEB,1848 - 1918
4,PL.OEC,1918 - 1945
4,PL.OED,1945 - 1996
4,PL.OEE,Ab 1996
3,PL.OG,Einzelne Gattungen
4,PL.OGD,Dramatik
4,PL.OGE,Epik
4,PL.OGL,Lyrik
3,PL.OR,Österreichische Mundartliteratur
3,PL.OT,Vermischte Schriften und Essays zur österreichischen Literaturgeschichte
2,PL.Q,"Biographisches, Interpretationen"
3,PL.QS,"Sammelbiographien, Sammeldarstellungen"
3,PL.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
2,PL.R,Literaturgeschichte romanischer Sprachen
3,PL.RF,Französische Literaturgeschichte
4,PL.RFS,Französischsprachige Literaturen außerhalb Frankreichs
3,PL.RI,Italienische Literaturgeschichte
3,PL.RL,Lateinamerikanische Literaturgeschichte
3,PL.RP,Portugiesische Literaturgeschichte
3,PL.RS,Spanische Literaturgeschichte
3,PL.RW,Literaturgeschichte weiterer romanischer Sprachen
2,PL.S,Slawische Literaturgeschichte
3,PL.SA,Slowakische Literaturgeschichte
3,PL.SK,Kroatische Literaturgeschichte
3,PL.SO,Slowenische Literaturgeschichte
3,PL.SP,Polnische Literaturgeschichte
3,PL.SR,Russische Literaturgeschichte
3,PL.SS,Serbokroatische und serbische Literaturgeschichte
3,PL.ST,Tschechische Literaturgeschichte
3,PL.SW,Weitere slawische Literaturen
2,PL.T,Weitere europäische Literaturen
3,PL.TG,Neugriechische Literaturgeschichte
3,PL.TI,Niederländische Literaturgeschichte
3,PL.TU,Ungarische Literaturgeschichte
2,PL.U,Außereuropäische Literaturen
3,PL.UA,Arabische Literatur
3,PL.UC,Chinesische Literatur
3,PL.UF,Afrikanische Literaturen
3,PL.UH,Hebräische Literatur
3,PL.UJ,Japanische Literatur
3,PL.UP,Persische Literatur
3,PL.UT,Türkische Literatur
2,PL.V,Literarische Essays
1,PN,Pädagogik
2,PN.A,Allgemeine und einführende Schriften
3,PN.AE,"Systematische Pädagogik, pädagogische Anthropologie, Grundbegriffe und Strömungen der Pädagogik"
3,PN.AG,Geschichte der Erziehung und der Pädagogik
3,PN.AO,"Organisationen, Verbände, Methoden, Forschung"
3,PN.AT,Klassische Texte
3,PN.AV,Vermischte Schriften
2,PN.G,"Kindergarten, Vorschule, Hort"
2,PN.H,"Kinderdorf, Heimerziehung"
2,PN.J,"Pädagogische Soziologie, Kindheits- und Jugendforschung, Jugendarbeit"
3,PN.JR,Soziologie der Kindheit und Jugend in einzelnen Ländern und Regionen
3,PN.JU,"Jugendarbeit, Jugendpolitik"
2,PN.L,"Sonder- und Heilpädagogik, Integrationspädagogik, Mehrfachbehindertenpädagogik"
3,PN.LG,Geistigbehindertenpädagogik
3,PN.LH,Hörgeschädigtenpädagogik
3,PN.LK,Körperbehindertenpädagogik
3,PN.LL,Lernbehindertenpädagogik
4,PN.LLH,Hyperaktivität
4,PN.LLL,"Legasthenie, Lese-Rechtschreibschwäche"
3,PN.LP,Sprachheilpädagogik
3,PN.LS,Sehgeschädigtenpädagogik
3,PN.LV,Verhaltensauffälligenpädagogik
4,PN.LVA,Autismus
3,PN.LW,Vermischte Schriften
2,PN.M,Familienerziehung
3,PN.MI,Kleinkind- und Vorschulalter
3,PN.ML,Kindes- und Jugendalter
3,PN.MP,Besondere familiäre Situationen
4,PN.MPA,"Adoption, Pflegefamilie"
4,PN.MPS,"Scheidung, Alleinerzieher"
4,PN.MPT,"Trauern mit Kindern, Trauerarbeit, Sterbebegleitung"
3,PN.MR,Freizeitgestaltung mit Kindern
3,PN.MT,"Geistige, körperliche und soziale Entwicklung"
2,PN.O,"Selbsterziehung, Umgangsformen"
2,PN.Q,"Biographisches, Sekundärliteratur"
3,PN.QS,"Sammelbiographie, Sammeldarstellungen"
3,PN.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
2,PN.R,"Berufspädagogik, Berufsberatung, allgemeine Berufskunde"
3,PN.RE,Berufsorientierung für Berufe mit Ländern
3,PN.RG,"Berufsorientierung für Berufe mit Geschichte, Politik, Medien, Gesellschaft, Wirtschaft und Recht"
3,PN.RK,Berufsorientierung für Berufe mit Kunst und Musik
3,PN.RN,"Berufsorientierung für Berufe mit Naturwissenschaften, Medizin, Mathematik und Technik"
3,PN.RP,"Berufsorientierung für Berufe mit Literatur, Sprache, Philosophie, Psychologie, Pädagogik, Religion"
3,PN.RV,"Berufsorientierung für Berufe mit Freizeit, Lebensgestaltung und Sport"
3,PN.RW,Vermischte Schriften
3,PN.RX,Berufseignungstests
2,PN.S,Pädagogische Psychologie
3,PN.SE,"Gruppen-, Erlebnis- und Spielpädagogik, Freizeitgestaltung mit Kindern und Jugendlichen"
3,PN.SG,Geschlechterbezogene Pädagogik
3,PN.SI,"Interkulturelle Pädagogik, Ausländerpädagogik"
3,PN.SL,Entspannung für Kinder
3,PN.SM,Medienpädagogik
4,PN.SMC,"Computer, Internet"
4,PN.SML,Literatur
4,PN.SMM,Fernsehen und Radio
3,PN.SV,Gewalt
3,PN.SW,Weitere Themen
2,PN.T,"Unterrichtsforschung, Lehrpläne, Didaktik und Methodik des Unterrichts, Schulbücher"
3,PN.TA,Allgemein bildende höhere Schule
4,PN.TAB,Biologie und Umwelt
4,PN.TAC,Chemie
4,PN.TAD,Deutsch
4,PN.TAE,Englisch
4,PN.TAF,Französisch
4,PN.TAG,Geographie
4,PN.TAH,"Geschichte, Sozialkunde"
4,PN.TAI,Informatik
4,PN.TAK,"Werkerziehung, Handarbeiten"
4,PN.TAL,"Latein, Altgriechisch"
4,PN.TAM,"Mathematik, Darstellende Geometrie"
4,PN.TAP,Physik
4,PN.TAR,Religion
4,PN.TAS,"Psychologie, Philosophie"
4,PN.TAT,Sport
4,PN.TAU,Musik
4,PN.TAV,"Kunst, Bildnerische Erziehung"
4,PN.TAW,Weitere Fächer
3,PN.TF,Einzelne Schulstufen und weitere Schulformen
4,PN.TFG,Volksschule
4,PN.TFH,Hauptschule
4,PN.TFL,"Polytechnischer Lehrgang, Berufsschule, Lehre"
4,PN.TFM,Berufsbildende höhere und mittlere Schule
3,PN.TM,Einzelne Unterrichtsmethoden
4,PN.TMC,"Computerunterstütztes Lernen, E-Learning"
3,PN.TT,Einzelthemen
3,PN.TX,Schülerhilfen
2,PN.U,"Schul- und Bildungswesen, Bildungsplanung und -politik"
3,PN.UH,Hochschulwesen und -politik
4,PN.UHR,"Studienführer, Vorlesungsverzeichnisse, Stipendienberatung"
3,PN.UI,"Vergleichende Pädagogik, internationales Schulwesen"
3,PN.UP,"Erwachsenen- und Volksbildung, Weiterbildung, Zweiter Bildungsweg, Umschulung, lebenslanges Lernen"
4,PN.UPR,"Einrichtungen der Erwachsenen-, Volks- und Weiterbildung"
3,PN.US,"Schulwesen, Schulpsychologie, Schulpädagogik"
4,PN.USB,"Beruf, Aus- und Fortbildung des Lehrers"
4,PN.USF,Einzelne Schulstufen und -formen
4,PN.USL,Schulleben
4,PN.USP,Schulpsychologie und -pädagogik
3,PN.UV,Vermischte Schriften
2,PN.W,"Methode und Technik der geistigen Arbeit, Prüfungsvorbereitung"
3,PN.WL,Praktische Lerntechnik
3,PN.WS,Verfassen von schriftlichen Arbeiten
1,PP,Psychologie
2,PP.A,Allgemeine und einführende Schriften
3,PP.AG,Allgemeine Geschichte
3,PP.AM,Methoden
4,PP.AMT,"Psychodiagnostik, Testpsychologie"
3,PP.AO,"Organisationen, Beruf, Studium"
3,PP.AV,Vermischte Schriften
2,PP.C,Allgemeine Psychologie
3,PP.CG,"Gedächtnis, Lernen, Kreativität, Begabung, Intelligenz"
4,PP.CGR,Kreativitäts- und Gedächtnistraining
3,PP.CM,"Motivation, Affekt, Gefühl, Trieb, Wille"
3,PP.CS,Schlaf- und Traumforschung
3,PP.CW,"Wahrnehmung, Aufmerksamkeit, Vorstellung"
2,PP.D,"Persönlichkeits- und Differentielle Psychologie, Ausdruckspsychologie, Menschenkenntnis"
3,PP.DK,Ausdruckspsychologie
2,PP.E,Entwicklungspsychologie
3,PP.EA,Erwachsenen- und Alterspsychologie
4,PP.EAR,Ratgeber für ältere Menschen
3,PP.EK,Kinder- und Jugendpsychologie
4,PP.EKC,Psychologie der Kinderzeichnung
4,PP.EKM,"Gewalt gegen Kinder, Kindesmisshandlung, Kindesmissbrauch"
4,PP.EKR,Ratgeber für Jugendliche
2,PP.G,Psychologie der Sexualität und der Geschlechter
3,PP.GF,Psychologie der Frau und der weiblichen Sexualität
4,PP.GFR,Psychologische Ratgeber für Frauen
3,PP.GM,Psychologie des Mannes und der männlichen Sexualität
4,PP.GMR,Psychologische Ratgeber für Männer
2,PP.H,Strömungen der Psychologie und Psychotherapie
3,PP.HA,Ausbildung
3,PP.HB,Behavioristisch und verhaltenstherapeutisch orientierte Ansätze der Psychotherapie
3,PP.HH,Humanistisch orientierte Ansätze der Psychotherapie
3,PP.HK,"Kreativitäts-, körper- und bewegungsorientierte Ansätze der Psychotherapie"
3,PP.HL,"Phänomenologische Psychologie, Daseinsanalyse"
3,PP.HP,Psychoanalytisch orientierte Ansätze der Psychotherapie
3,PP.HS,Systemisch orientierte Ansätze der Psychotherapie
3,PP.HT,"Suggestive, transpersonale und spirituell orientierte Ansätze der Psychotherapie"
3,PP.HV,Weitere Richtungen der Psychologie und Psychotherapie
3,PP.HW,Einzelfragen zur Methodik der Psychotherapie
4,PP.HWS,Supervision
2,PP.K,Klinische Psychologie
3,PP.KA,"Angststörungen, Depression, Posttraumatische Belastungsstörung"
4,PP.KAS,Suizid
3,PP.KE,Essstörungen
3,PP.KG,Klinische Gerontopsychologie
3,PP.KK,Klinische Kinder- und Jugendpsychologie und -psychiatrie
3,PP.KP,Neurotische und Borderlinepersönlichkeitsstörungen
3,PP.KW,Zwangsstörungen
2,PP.Q,"Biographisches, Sekundärliteratur"
3,PP.QS,"Sammelbiographien, Sammeldarstellungen"
3,PP.QW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
2,PP.S,Sozialpsychologie
3,PP.SG,"Psychologie der Gruppe, Kommunikationspsychologie"
4,PP.SGR,Ratgeber Kommunikation und Konflikt im sozialen Alltag
3,PP.SU,"Massenpsychologie, Psychologie der Kultur, interkulturelle Psychologie"
3,PP.SV,Vermischte Schriften und weitere Themen
2,PP.Y,Psychologische Ratgeber zur Lebensführung
3,PP.YL,"Ratgeber Familie, Partnerschaft, Beziehung, Partnersuche, Trennung, Scheidung"
4,PP.YLB,Ratgeber Partnerschaft und Beziehung
4,PP.YLS,Ratgeber Partnersuche
4,PP.YLT,Ratgeber Trennung und Scheidung
3,PP.YP,Ratgeber Lebenskrisen und -probleme
4,PP.YPT,"Ratgeber Todesfall, Trauer"
3,PP.YS,Spiritualität im Alltag
