All;;;;;Allgemeines;;;
Ges;;B;;3400;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;(nur f.d. deutsche Geschichte) 1933 - 1945;
Ges;;B;;3500;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Zeit des 2. Weltkrieges 1939 - 1945;
Ges;;B;;3700;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Nachkriegszeit 1945 - 2000;
Ges;;Bc;;;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;
Ges;;Bc;;100;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Altertum bis 500 .n. Chr.
Ges;;Bc;;200;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Altertum bis 3000 v. Chr.
Ges;;Bc;;300;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Altertum 3000 - 2000
Ges;;Bc;;400;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Altertum 2000 - 1000
Ges;;Bc;;500;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Altertum 1000 - 500
Ges;;Bc;;600;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Altertum 500 - 0
Ges;;Bc;;800;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Altertum 0 - 500
Ges;;Bc;;1000;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Mittelalter 400/500 - 1500
Ges;;Bc;;1300;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Frühes Mittelalter 400 - 900
Ges;;Bc;;1500;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Hohes Mittelalter 900 - 1200/1250
Ges;;Bc;;1700;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Spätes Mittelalter 1200 - 1500
Ges;;Bc;;2000;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Neuzeit 1500 - 2000
Ges;;Bc;;2300;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Frühe Neuzeit 1500 - 1789/1815
Ges;;Bc;;2500;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Spätere Neuzeit 1789 - 2000
Ges;;Bc;;2600;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;(nur f.d.franz. Geschichte) 1789 - 1815
Ges;;Bc;;2700;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;19. Jahrhundert 1789 - 1914
Ges;;Bc;;2800;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;(nur f.d. europäische Geschichte) 1848 - 1914
Ges;;Bc;;3000;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;20. Jahrhundert (Zeitgeschichte) 1914 - 2000
Ges;;Bc;;3200;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Zeit des 1. Weltkrieges 1914 - 1919
Ges;;Bc;;3300;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Zwischenkriegszeit 1919 - 1939
Ges;;Bc;;3400;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;(nur f.d. deutsche Geschichte) 1933 - 1945
Ges;;Bc;;3500;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Zeit des 2. Weltkrieges 1939 - 1945
Ges;;Bc;;3700;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Antikes Griechenland;Nachkriegszeit 1945 - 2000
Ges;;Bd;;;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Römisches Reich;
Ges;;Bd;;100;Geschichte;Antikes Griechenland und römisch-byzantinisches Reich;Römisches Reich;Altertum bis 500 .n. Chr.
