level,notation,prefLabel,scopeNote
2,15.31,Methoden en technieken van de archeologie,
2,15.32,"Prehistorische archeologie, protohistorische archeologie",
2,15.33,Pre-klassieke archeologie,"Hierbij: archeologie van Egypte, Mesopotamië, Myceense/Minoïsche cultuur"
2,15.34,Klassieke archeologie,
2,15.35,"Middeleeuwse archeologie, postmiddeleeuwse archeologie",
2,15.36,Industriële archeologie,
2,15.37,Maritieme archeologie,
2,15.38,Archeologie van de niet-westerse wereld,
2,15.39,Archeologie: overige,
1,15.40,Prehistorie,"Hierbij: prehistorie van afzonderlijke landen en regio's; Verwijzing: voor prehistorische archeologie, zie: 15.32 (prehistorische archeologie, protohistorische archeologie); Verwijzing: voor prehistorische kunst, zie: 20.31 (kunstwetenschappen; prehistorische kunst)"
1,15.50,"Algemene wereldgeschiedenis; geschiedenis van grote gebiedsdelen, bevolkingsgroepen, beschavingsgebieden: algemeen","Hierbij: toepassingen van deeldisciplines van de geschiedenis, zoals agrarische geschiedenis etc., die betrekking hebben op (perioden van) de algemene wereldgeschiedenis"
1,15.51,Oudheid,"Hierbij: geschiedenis van afzonderlijke landen in de oudheid; Toelichting: Middellandse-Zeegebied, Midden-Oosten. Betreft grofweg de periode 2500 v. Chr. tot en met de 6e eeuw n.Chr.; Verwijzing: voor geschiedenis van het Romeinse Rijk, zie: 15.52 (Romeinse Rijk); Verwijzing: voor klassieke archeologie, zie: 15.34 (klassieke archeologie)"
2,15.52,Romeinse Rijk,"Hierbij: geschiedenis van afzonderlijke landen in het Romeinse Rijk; Toelichting: Romeinse Rijk tot 476 na Chr.; Verwijzing: voor oudheid, zie: 15.51 (oudheid)"
2,15.59,"Geschiedenis van grote gebiedsdelen, bevolkingsgroepen, beschavingsgebieden: overige",
1,15.60,"Geschiedenis van werelddelen, geschiedenis van landen","Verwijzing: voor de archeologie van de afzonderlijke werelddelen, landen en regio's, zie: 15.30-15.39 (archeologie); Verwijzing: voor regionale toepassingen van deeldisciplines van de geschiedenis, zoals agrarische geschiedenis etc., zie: 15.65-15.95 (geschiedenis van werelddelen, geschiedenis van landen); Verwijzing: voor regionale toepassingen van hulpwetenschappen, zoals genealogie, heraldiek, numismatiek etc., zie: 15.20-15.29 (geschiedenis: hulpwetenschappen)"
2,15.65,Wereldzeeën,"Hierbij: noordpoolgebied, Arctica"
2,15.70,"Europa (na prehistorie, oudheid en Romeinse tijd)",
2,15.75,Azië,
2,15.80,Afrika,
2,15.85,Amerika,
2,15.90,"Australië, Oceanië",
2,15.95,Antarctica,"Hierbij: zuidpoolgebied; Verwijzing: Arctica, zie: 15.65 (wereldzeeën)"
1,15.99,Geschiedenis: overige,
0,17.00,Algemene taal- en literatuurwetenschap: algemeen,"Hierbij: filologie; Verwijzing: voor taal- en letterkunde, ingedeeld naar afzonderlijke talen, zie: 18. (taal- en letterkunde naar afzonderlijke talen)"
1,17.01,Algemene taalwetenschap: algemeen,
2,17.02,Geschiedenis van de taalwetenschap en haar theorieën,
2,17.03,Filosofie en theorie van de taalwetenschap,
2,17.04,Methoden en technieken in de taalwetenschap,
2,17.05,"Onderwijs, beroepsuitoefening, organisaties",
2,17.08,Semiotiek,"Verwijzing: voor de algemene semiotiek, zie: 02.02 (wetenschap en cultuur in het algemeen; filosofie en theorie der wetenschap); Verwijzing: voor de semiotiek van afzonderlijke wetenschapsgebieden, zie de betreffende vakgebieden; Verwijzing: voor de semiotiek van de literatuur, zie: 17.81 (literair-wetenschappelijke richtingen)"
2,17.10,Taal in relatie tot andere gebieden van wetenschap en cultuur,
2,17.11,Taalfilosofie,Is: 08.34 (filosofie; taalfilosofie)
2,17.12,Taaloorsprong,
2,17.13,Taaltypologie,Hierbij: universalia
2,17.14,Vergelijkende taalwetenschap,"Hierbij: contrastieve linguïstiek; Verwijzing: voor historisch(e) vergelijkende taalwetenschap, zie: 17.15 (historische linguïstiek)"
2,17.15,Historische linguïstiek,Hierbij: diachronische linguïstiek
2,17.16,Etymologie,
2,17.18,Taalgeografie,Hierbij: dialectologie
2,17.20,Sociolinguïstiek: algemeen,
3,17.21,Monolinguale sociolinguïstiek,"Hierbij: ideolecten, taal en sekse, codetheorie, gesproken taal"
3,17.22,"Taalplanning, taalpolitiek","Hierbij: taalnormen, taalzuivering"
3,17.23,Multilinguale sociolinguïstiek,"Hierbij: tweetaligheid, taalcontact, creolisatie"
3,17.24,Sociolinguïstiek: overige,
2,17.28,Etnolinguïstiek,
2,17.30,Psycholinguïstiek: algemeen,"Toelichting: taalpsychologie; Verwijzing: voor cognitieve psychologie, zie: 77.31 (psychologie; cognitie)"
3,17.31,Taalverwerving,Toelichting: taalontwikkeling bij kinderen
3,17.32,Taal en denken,
3,17.34,Psycholinguïstiek: overige,Toelichting: psycholinguïstiek van de afzonderlijke linguïstische verschijnselen
2,17.35,Neurolinguïstiek,
2,17.40,Toegepaste taalwetenschap: algemeen,
3,17.41,Taaldidactiek,Toelichting: omvat zowel moedertaaldidactiek als vreemdetalenonderwijs
3,17.42,Taalbeheersing,
3,17.43,Tweedetaalverwerving,
3,17.44,Patholinguïstiek,"Hierbij: taalpathologie, logopedie"
3,17.45,Vertaalwetenschap,
3,17.46,"Mathematische linguïstiek, computerlinguïstiek","Hierbij: programmeertalen, automatische spraakherkenning, automatisch vertalen; Verwijzing: voor benadering vanuit de automatisering, zie: 54.53 (informatica; programmeertalen) en: 54.72 (informatica; kunstmatige intelligentie)"
3,17.49,Toegepaste taalwetenschap: overige,
2,17.50,Grammatica,Toelichting: de begrippen grammar en theory overlappen elkaar
2,17.51,"Afzonderlijke scholen, afzonderlijke theorieën",
2,17.52,Syntaxis,"Verwijzing: voor syntacto-semantische aspecten, zie: 17.58 (syntacto-semantische aspecten)"
2,17.53,Fonetiek,
2,17.54,Fonologie,
2,17.55,Morfologie,
2,17.56,Semantiek: algemeen,
3,17.57,"Naamkunde, toponymie",Hierbij: onomastiek
3,17.58,Syntacto-semantische aspecten,Hierbij: eenheden en hun betrekkingen
3,17.59,Semantiek: overige,
2,17.60,"Lexicologie, lexicografie","Verwijzing: voor tweetalige woordenboeken, zie: 18. (taal- en letterkunde naar afzonderlijke talen)"
2,17.61,Pragmatiek,"Hierbij: taalgebruikskunde, discourse analysis van gesproken taal; Verwijzing: voor discourse analysis in geschreven taal, zie: 17.63 (tekstwetenschap)"
2,17.62,"Retorica, stilistiek","Verwijzing: voor literaire aspecten, zie: 17.84 (literaire taal, literaire stijl)"
2,17.63,Tekstwetenschap,"Hierbij: tekstlinguïstiek, discourse analysis in geschreven taal; Verwijzing: voor discourse analysis van gesproken taal, zie 17.61 (pragmatiek)"
2,17.69,Algemene taalwetenschap: overige,
1,17.70,Algemene literatuurwetenschap: algemeen,
2,17.74,"Onderwijs, beroepsuitoefening, organisaties",
2,17.75,Bloemlezingen uit de wereldliteratuur,
2,17.76,Geschiedenis van de wereldliteratuur,
2,17.80,Theorie van de literatuur: algemeen,
3,17.81,Literair-wetenschappelijke richtingen,"Hierbij: literaire communicatie, literaire semiotiek"
3,17.82,Literatuurkritiek,"Hierbij: waardeoordeel, tekstinterpretatie"
3,17.83,Literaire esthetica,
3,17.84,"Literaire taal, literaire stijl","Hierbij: retorica, stilistiek, poëtica, prosodie; Verwijzing: voor taalkundige aspecten, zie: 17.62 (retorica, stilistiek)"
3,17.85,"Tekstgeschiedenis, tekstkritiek","Hierbij: editietechniek; Verwijzing: voor taalkundige aspecten, zie: 17.63 (tekstwetenschap)"
3,17.86,"Literaire genres, genretheorie","Hierbij: epos, lyriek, roman"
3,17.89,Theorie van de literatuur: overige,
2,17.90,Letterkunde in relatie tot andere gebieden van wetenschap en cultuur,Hierbij: letterkunde en automatisering
2,17.91,Letterkunde van en voor groepen,"Hierbij: volksliteratuur, jeugdliteratuur, arbeidersliteratuur"
2,17.92,Vergelijkende literatuurwetenschap: algemeen,
3,17.93,"Literaire thema's, literaire motieven",
3,17.94,"Invloeden, relaties",
3,17.95,Vertalen,"Toelichting: omvat literaire aspecten van vertalen; Verwijzing: voor taalkundige aspecten, zie: 17.45 (vertaalwetenschap)"
3,17.97,Vergelijkende literatuurwetenschap: overige,
2,17.99,Algemene literatuurwetenschap: overige,
0,18.00,Talen: algemeen,
1,18.01,Indo-europese talen: algemeen,
2,18.02,Germaanse talen: algemeen,
3,18.03,Engelse taal- en letterkunde,
4,18.04,Engelse taalkunde,
4,18.05,Engelse letterkunde,
4,18.06,Anglo-Amerikaanse letterkunde,
4,18.07,Engelse letterkunde buiten Europa en de VS,
3,18.08,Duitse taalkunde,
3,18.09,Duitse letterkunde,
3,18.10,Nederlandse taalkunde,
3,18.11,Nederlandse letterkunde,
3,18.12,Afrikaanse taal- en/of letterkunde,
3,18.13,Friese taal- en/of letterkunde,
3,18.14,Scandinavische taal- en letterkunde,"Hierbij: Oudnoors, modern IJslands, Faeröers"
4,18.15,Noorse taalkunde,
4,18.16,Noorse letterkunde,
4,18.17,Zweedse taalkunde,
4,18.18,Zweedse letterkunde,
4,18.19,Deense taalkunde,
4,18.20,Deense letterkunde,
3,18.21,Germaanse talen: overige,"Hierbij: Gotisch, Jiddisch"
2,18.22,Romaanse talen: algemeen,
3,18.23,Franse taal- en letterkunde,
4,18.24,Franse taalkunde,
4,18.25,Franse letterkunde,
4,18.26,Franse letterkunde buiten Europa,
3,18.27,Occitaanse taal- en/of letterkunde,Hierbij: Provençaals
3,18.28,Italiaanse taalkunde,
3,18.29,Italiaanse letterkunde,
3,18.30,Spaanse taal- en letterkunde,
4,18.31,Spaanse taalkunde,
4,18.32,Spaanse letterkunde,
4,18.33,Spaans-Amerikaanse letterkunde,
3,18.34,Catalaanse taal- en/of letterkunde,
3,18.35,Portugese taal- en letterkunde,
4,18.36,Portugese taalkunde,
4,18.37,Portugese letterkunde,
4,18.38,Portugees-Amerikaanse letterkunde,
3,18.39,Roemeense taal- en/of letterkunde,
3,18.40,Romaanse talen: overige,"Hierbij: Reto-Romaans, Galicisch, Sardisch, Dalmatisch, Ladino"
3,18.41,Klassieke talen: algemeen,
4,18.42,Griekse taalkunde,
4,18.43,Klassieke Griekse letterkunde,Hierbij: Hellenistische Griekse letterkunde
4,18.44,Byzantijns-Griekse letterkunde,
4,18.45,Latijnse taalkunde,
4,18.46,Klassieke Latijnse letterkunde,
4,18.47,Middeleeuws-Latijnse letterkunde,
4,18.48,Neolatijnse letterkunde,
4,18.49,Nieuwgriekse taal- en letterkunde,
3,18.50,Slavische talen,Hierbij: Kerkslavisch
4,18.51,Oekraïnse taal- en/of letterkunde,
4,18.52,Russische taalkunde,
4,18.53,Russische letterkunde,
4,18.54,Poolse taal- en/of letterkunde,
4,18.55,Slowaakse taal- en/of letterkunde,
4,18.56,Tsjechische taal- en/of letterkunde,
4,18.57,Bulgaarse taal- en/of letterkunde,
4,18.58,Servo-Kroatische taal- en/of letterkunde,
4,18.59,Sloveense taal- en/of letterkunde,
4,18.60,Slavische talen: overige,"Hierbij: Wit-Russisch, Russinisch, Kasjoebisch, Polabisch, Sorbisch, Macedonisch"
3,18.61,Baltische talen,Hierbij: Oudpruisisch
4,18.62,Letse taal- en/of letterkunde,
4,18.63,Litouwse taal- en/of letterkunde,
3,18.64,Oudindische taal- en/of letterkunde,"Hierbij: Vedisch, Sanskriet"
3,18.65,Middel- en Nieuwindische taal- en/of letterkunde,"Hierbij: Hindi, Urdu, Nepalees, Bengali, Zigeunertalen"
3,18.66,Iraanse talen,"Hierbij: Perzisch, Koerdisch, Pahto"
3,18.67,Keltische talen,
3,18.68,Indo-europese talen: overige,"Hierbij: Armeens, Albanees, Italische talen, Anatolische talen, Tochaars"
2,18.69,Afro-Aziatische talen: algemeen,
3,18.70,Semitische taal- en/of letterkunde,"Hierbij: Aramees, Akkadisch, Zuid-Arabisch, Ethiopische talen"
3,18.71,Arabische taal- en letterkunde: algemeen,
4,18.72,Oude Arabische taal- en letterkunde,
4,18.73,Moderne Arabische taalkunde,
4,18.74,Moderne Arabische letterkunde,
3,18.75,Hebreeuwse taal- en letterkunde: algemeen,
4,18.76,Oude Hebreeuwse taal- en/of letterkunde,"Hierbij: Klassiek, Misjna/Rabbijns en Middelhebreeuws; Toelichting: tot en met 1780"
4,18.77,Moderne Hebreeuwse taal- en/of letterkunde,Toelichting: vanaf 1781
3,18.78,Afro-Aziatische talen: overige,"Hierbij: Berbertalen, talen van het oude Egypte, Tsjadische, Koesjitische, Omotische talen"
2,18.79,Oeraalse talen: algemeen,"Hierbij: Karelisch, Samisch; Toelichting: Fins-Oegrische en Samojeedse talen"
3,18.80,Hongaarse taal- en/of letterkunde,
3,18.81,Finse taal- en/of letterkunde,
3,18.82,Estische taal- en/of letterkunde,
2,18.83,Altaïsche talen,Hierbij: Mongools
3,18.84,Turkse taal- en/of letterkunde,Toelichting: Turkije-Turks en Osmaans
2,18.85,Sino-Tibetaanse talen,"Hierbij: Tibetaans, Burmees"
2,18.86,Chinese taal- en letterkunde,Hierbij: Kantonees
2,18.87,Japanse taal- en letterkunde,
2,18.88,Dravidische talen,Hierbij: Tamil
2,18.89,Kaukasische talen,Hierbij: Georgisch
2,18.90,Overige Aziatische talen,"Hierbij: Koreaans, Vietnamees, Thais, Soemerisch"
2,18.91,Amerindische talen,Toelichting: indianentalen
2,18.92,Talen van Sub-Saharaans Afrika,"Hierbij: Niger-Congotalen, Nilo-Saharaanse en Khoisan talen"
2,18.93,Austronesische talen,
3,18.94,Indonesische en Maleisische taal- en/of letterkunde,Hierbij: Maleis
2,18.95,"Papoeatalen, Australische talen",Hierbij: non-Austronesische talen van Indonesië en Oceanië
2,18.96,Pidgin- en Creoolse talen,
2,18.97,Gebarentalen,
2,18.98,Kunstmatige wereldtalen,"Hierbij: Esperanto, Volapük"
1,18.99,Overige talen,"Hierbij: Baskisch, Eskimotalen, Etruskisch"
0,20.00,Kunstwetenschappen: algemeen,"Hierbij: catalogi en gidsen van algemene kunstmusea, -tentoonstellingen en -verzamelingen; Verwijzing: voor de afzonderlijke kunstvormen, zie: 21. (afzonderlijke kunstvormen)"
1,20.01,Geschiedenis van de kunstwetenschappen,
1,20.02,Filosofie en theorie van de kunstwetenschappen,
1,20.03,Methoden en technieken van de kunstwetenschappen,"Verwijzing: voor iconologie, zie: 20.20 (iconografie)"
1,20.04,"Onderwijs, beroepsuitoefening, organisaties","Toelichting: alleen voor publicaties die alle kunstdisciplines betreffen. Publicaties over onderwijs, organisatie e.d. van een bepaalde kunstvorm, zie bij die betreffende kunstvorm"
1,20.05,Kunst in relatie tot andere gebieden van cultuur: algemeen,"Toelichting: hieronder vallen zowel de wisselwerking tussen de kunst en letterkunde, als de wisselwerking tussen kunst en wetenschap(pen), als de invloed van een bepaalde cultuur op bv. de Europese kunst"
2,20.06,Filosofie van de kunst,"Hierbij: semiotiek van de kunst; Verwijzing: voor esthetica, zie: 08.41 (filosofie; esthetica)"
2,20.07,"Kunstkritiek, kunstbeschouwing",
2,20.08,Psychologie van de kunst,Hierbij: kunstbeleving
2,20.09,Kunst in relatie tot andere gebieden van cultuur: overige,
1,20.10,Kunst en maatschappij: algemeen,"Hierbij: sociologie van de kunst, feministische kunst"
2,20.11,Verzamelwezen,"Hierbij: algemene publicaties over verzamelingen; Verwijzing: voor catalogi en gidsen van algemene kunstverzamelingen, zie: 20.00 (kunstwetenschappen: algemeen); Verwijzing: voor publicaties over speciale verzamelingen, zie het onderwerp van de betreffende verzameling"
2,20.12,Museumwezen,"Hierbij: algemene publicaties over kunstmusea; Verwijzing: voor afzonderlijke kunstmusea, zie: 20.00 (kunstwetenschappen); Verwijzing: voor catalogi en gidsen met een bepaald onderwerp, zie het betreffende onderwerp; Verwijzing: voor museologie, zie: 02.30 (wetenschap en cultuur in het algemeen; museologie)"
2,20.13,Tentoonstellingen,"Hierbij: algemene publicaties over tentoonstellingen; Verwijzing: voor catalogi en gidsen van tentoonstellingen van algemene kunsttentoonstellingen, zie: 20.00 (kunstwetenschappen: algemeen); Verwijzing: voor tentoonstellingen over een bepaald onderwerp, zie het betreffende onderwerp"
2,20.14,Commerciële aspecten van kunst,"Hierbij: kunsthandel, veilingwezen"
2,20.15,"Conserveren, restaureren, vervalsen","Hierbij: natuurwetenschappelijk onderzoek van kunstvoorwerpen; Verwijzing: publicaties over restauratie, conservering, vervalsing van een bepaald kunstvoorwerp of bepaalde kunstvorm, zie bij de betreffende kunstvorm"
2,20.16,Kunstbevordering,Hierbij: mecenaat
2,20.19,Kunst en maatschappij: overige,"Hierbij: beeldrecht, plagiaat, kunstroof"
1,20.20,Iconografie,Hierbij: algemene werken over iconografie
2,20.21,Iconografische thema's,"Verwijzing: voor genres als landschapsschilderkunst, zie de betreffende afzonderlijke kunstvormen"
1,20.30,Geschiedenis van de kunst: algemeen,"Hierbij: internationale biografische woordenboeken; Toelichting: kunstgeschiedenis; Verwijzing: voor de geschiedenis van de afzonderlijke kunstvormen, zie: 21. (afzonderlijke kunstvormen)"
2,20.31,Prehistorische kunst,
2,20.32,Kunst van schriftloze volken,"Verwijzing: voor de antropologische benadering, zie: 73.62 (culturele antropologie; kunst)"
2,20.33,Volkskunst,
2,20.40,"Kunst van niet-Europese landen, bevolkingsgroepen, beschavingsgebieden: algemeen","Verwijzing: voor afzonderlijke kunstvormen van niet-Europese landen, bevolkingsgroepen, beschavingsgebieden, zie: 21. (afzonderlijke kunstvormen)"
3,20.41,Azië,Hierbij: hedendaagse Israëlische kunst
3,20.42,Chinese kunst,
3,20.43,Japanse kunst,
3,20.44,"Zuid-Azië, Zuidoost-Azië, Achter-Indië","Verwijzing: voor afzonderlijke landen, zie: 20.41 (Azië)"
3,20.45,"Nabije Oosten, Voor-Azië","Verwijzing: voor afzonderlijke landen, zie: 20.41 (Azië)"
3,20.46,Mesopotamië,
3,20.47,Perzië,
3,20.48,Joodse kunst,"Verwijzing: voor hedendaagse Israëlische kunst, zie: 20.41 (Azië)"
3,20.49,Hindoeïstische kunst,
3,20.50,Islamitische kunst,
3,20.51,Boeddhistische kunst,
3,20.52,Afrika,
3,20.53,Egypte,
3,20.54,Amerika,Hierbij: hedendaagse Amerikaanse kunst
3,20.55,Pre-Columbiaanse kunst,
3,20.56,"Australië, Nieuw-Zeeland, Oceanië",
3,20.59,"Kunst van niet-Europese landen, bevolkingsgroepen, beschavingsgebieden: overige",
2,20.60,Kunst van de klassieke oudheid: algemeen,"Toelichting: klassieke beschavingsgebieden en beschavingen; Verwijzing: voor afzonderlijke kunstvormen, zie: 21. (afzonderlijke kunstvormen); Verwijzing: voor klassieke archeologie, zie: 15.33 (geschiedenis; pre-klassieke archeologie)"
3,20.61,Griekse kunst,
3,20.62,"Italische kunst, Etruskische kunst, Romeinse kunst",Toelichting: tot Constantijn de Grote
3,20.63,"Laatantieke kunst, vroegchristelijke kunst",
3,20.64,Kunst van de volksverhuizingstijd,
3,20.65,Byzantijnse kunst,
3,20.69,Kunst van de klassieke oudheid: overige,
2,20.70,Kunst van Europa,"Hierbij: biografische woordenboeken van kunstenaars uit Europese landen; Verwijzing: voor afzonderlijke kunstvormen, zie: 21. (afzonderlijke kunstvormen); Verwijzing: voor Europese kunst buiten Europa, zie: 20.40 tot 20.59 (kunst van niet-Europese landen, bevolkingsgroepen en beschavingsgebieden)"
2,20.89,Geschiedenis van de kunst: overige,"Hierbij: amateurkunst, kunst van gevangenen, psychisch gestoorden etc. als zodanig"
1,20.99,Kunstwetenschappen: overige,
0,21.00,Schilderkunst: algemeen,
1,21.01,Technieken en materialen,"Hierbij: fresco, olieverf"
1,21.02,Geschiedenis van de schilderkunst,Hierbij: naïeve schilderkunst
1,21.10,Miniatuurschilderkunst,"Verwijzing: voor miniaturen in handschriften, zie: 06.10 (documentaire informatie; handschriftenkunde: algemeen)"
1,21.11,Muurschilderkunst,Hierbij: plafondschilderkunst
1,21.12,Glasraamkunst,"Hierbij: glas-in-lood, glas-in-beton, gebrandschilderd glas"
1,21.19,Schilderkunst: overige,"Hierbij: achterglasschilderkunst, altaarstukken, iconen"
0,21.20,Tekenkunst: algemeen,
1,21.21,Technieken en materialen,"Hierbij: aquarel, pastel, pentekening"
1,21.22,Geschiedenis van de tekenkunst,
1,21.29,Tekenkunst: overige,"Hierbij: kindertekeningen, schetstekeningen"
0,21.30,Grafische kunst: algemeen,
1,21.31,Technieken en materialen,"Hierbij: ets, gravure, houtsnede"
1,21.32,Geschiedenis van de grafische kunst,
1,21.37,Toegepaste grafische kunst,"Hierbij: reclamekunst, affiches, postzegels"
1,21.39,Grafische kunst: overige,"Hierbij: kinderprenten, strips, volksprenten"
0,21.40,Fotografische kunst: algemeen,"Verwijzing: voor amateurfotografie, zie: 76.43 (recreatie en vrijetijdsbesteding; amateurfotografie)"
1,21.41,"Technieken, materialen en apparatuur",
1,21.42,Geschiedenis van de fotografische kunst,
1,21.49,Fotografische kunst: overige,"Hierbij: industriële fotografie, reproductiefotografie"
0,21.50,Beeldhouwkunst: algemeen,"Verwijzing: voor niet-zelfstandige onderdelen (in bijv. hout of ivoor), zie: 21.80 (decoratieve kunst) en verder"
1,21.51,Technieken en materialen,
1,21.52,Geschiedenis van de beeldhouwkunst,
1,21.59,Beeldhouwkunst: overige,"Hierbij: gedenktekens, reliëfs, medailles"
0,21.60,Bouwkunst: algemeen,"Verwijzing: voor technische aspecten, zie: 56.60 (civiele techniek, bouwkunde; architectonisch ontwerpen: algemeen)"
1,21.62,Geschiedenis van de bouwkunst,
1,21.70,Religieuze bouwkunst,"Hierbij: kerkgebouwen (incl. de kunstschatten daarin), kloosters, moskeeën, synagogen, tempels"
1,21.71,Utilitaire bouwkunst,"Hierbij: bedrijfsgebouwen, boerderijen, fabrieken, kastelen, openbare gebouwen, paleizen; Verwijzing: voor industriële archeologie, zie: 15.36 (geschiedenis; industriële archeologie)"
1,21.72,Woningbouw,"Verwijzing: voor technische aspecten, zie: 56.62 (civiele techniek, bouwkunde; woningbouw)"
1,21.73,Stedenbouw,"Verwijzing: voor stadsplanning, zie: 74.60 ((sociale) geografie, cartografie, planologie, demografie; planologie: algemeen); Verwijzing: voor technische aspecten, zie: 56.70 (civiele techniek, bouwkunde; stedenbouw: algemeen)"
1,21.74,"Landschapskunst, tuinkunst",Toelichting: tuinarchitectuur
1,21.75,Monumentenzorg,Toelichting: publicaties over afzonderlijke monumenten of specifieke kunstvormen: zie bij de betreffende kunstvorm. Inventarissen: zie bij de betreffende kunstvorm; Hierbij: beschermde stadsgezichten; Toelichting: publicaties over afzonderlijke monumenten of specifieke kunstvormen: zie bij de betreffende kunstvorm. Inventarissen: zie bij de betreffende kunstvorm
1,21.79,Bouwkunst: overige,"Hierbij: bouwornamentiek, onderdelen van gebouwen"
0,21.80,Decoratieve kunst: algemeen,Hierbij: methoden en technieken van de decoratieve kunst in het algemeen
1,21.81,Geschiedenis van de decoratieve kunst,
1,21.82,Industriële vormgeving,Hierbij: design
1,21.83,Geschiedenis van het ornament,Hierbij: ornamentboeken
1,21.84,Binnenhuiskunst,"Hierbij: binnenhuisarchitectuur, stoffering en decoratie van het interieur, meubelkunst"
1,21.85,"Kleding, mode","Hierbij: kostuum (algemeen); Verwijzing: voor niet-kunsthistorische benadering van het geestelijk kostuum, militair kostuum, klederdracht etc., zie de betreffende BC-codes"
1,21.86,Textielkunst,"Hierbij: batik, borduurkunst, geweven stoffen, kantklossen, tapijten, tapisserieën, textielsculpturen"
1,21.87,Houtkunst,"Hierbij: houtsnijwerk, intarsia"
1,21.88,Keramiek,"Verwijzing: voor technische aspecten, zie: 58.25 (procestechnologie; keramische industrie)"
1,21.90,Glaskunst,"Verwijzing: voor technische aspecten, zie: 58.25 (procestechnologie; ceramische industrie)"
1,21.91,Metaalbewerking,"Hierbij: brons, ijzersmeedkunst, tin"
1,21.92,Edelsmeedkunst,
1,21.93,Schriftkunst,"Toelichting: kalligrafie; Verwijzing: voor handschriftkunde, schrift, zie: 06.10 (documentaire informatie; handschriftenkunde: algemeen)"
1,21.94,Mozaïeken,
1,21.97,Decoratieve kunst: overige,"Hierbij: bloemschikken, (edel)stenen, email, instrumenten, ivoor, kerkschatten, klokken, leer, papier, papier-maché, schilderijlijsten, sieraden, speelgoed, suikergoed"
0,21.99,Overige kunstvormen,"Hierbij: computerkunst, performances, videokunst, assemblages, installaties"
0,24.00,"Theaterwetenschap, film- en televisiewetenschap, muziekwetenschap: algemeen",
1,24.01,Theaterwetenschap: algemeen,Toelichting: omvat het geheel van de podiumkunsten
2,24.02,Theorie en esthetiek van theater en toneel,
2,24.04,"Onderwijs, beroepsuitoefening, organisaties",
2,24.05,Systematische theaterwetenschap,Toelichting: theater in relatie tot andere gebieden van cultuur
2,24.06,Geschiedenis van het theater,
2,24.07,"Theaterinrichting, theatertechniek","Verwijzing: voor theaterbouw, zie: 21.71 (afzonderlijke kunstvormen; utilitaire bouwkunst)"
2,24.09,"Decors, kostuums, enscenering",
2,24.10,Toneelkunst: algemeen,"Verwijzing: voor toneelmuziek, zie: 24.63 (toneelmuziek, filmmuziek, balletmuziek, dansmuziek)"
3,24.11,Geschiedenis van het toneel,
3,24.12,"Regie, speltechniek, acteren",Hierbij: interpretatie
3,24.13,Verschijningsvormen,"Hierbij: amateurtoneel, komedie, tragedie, politiek toneel, religieus toneel"
3,24.14,Toneelkunst: overige,Hierbij: mime
2,24.15,Danskunst: algemeen,"Verwijzing: voor dansmuziek en balletmuziek, zie: 24.63 (toneelmuziek, filmmuziek, balletmuziek, dansmuziek)"
3,24.16,Geschiedenis van de danskunst,
3,24.17,Verschijningsvormen,Hierbij: ballet
3,24.18,Choreografie,
3,24.19,Danskunst: overige,
2,24.20,Muziektheater: algemeen,"Toelichting: omvat zowel het theatrale als het muzikale aspect; Verwijzing: voor operamuziek en operettemuziek, zie 24.62 (operamuziek, operettemuziek)"
3,24.21,Geschiedenis van het muziektheater,
3,24.22,Verschijningsvormen,"Hierbij: opera, operette, musical"
3,24.23,"Kleinkunst, cabaret, revue",
3,24.24,"Poppenspel, marionettenspel",
3,24.25,"Variété, circus",
3,24.28,Muziektheater: overige,
2,24.29,Theaterwetenschap: overige,
1,24.30,Film- en televisiewetenschap: algemeen,"Hierbij: filmkunst: algemeen; Verwijzing: voor filmmuziek, zie: 24.63 (toneelmuziek, filmmuziek, balletmuziek, dansmuziek)"
3,24.31,Theorie en esthetiek van de filmkunst,
3,24.32,Geschiedenis van de filmkunst,
3,24.33,"Regie, productie en techniek",
3,24.34,Verschijningsvormen,"Hierbij: motieven, documentaires, animatiefilms, stomme films, SF-films, reclamefilms, tekenfilms"
2,24.35,Videofilm,"Verwijzing: voor videokunst, zie: 21.99 (afzonderlijke kunstvormen; overige kunstvormen)"
2,24.36,Televisie als kunstvorm,Hierbij: televisiedrama
2,24.37,Virtuele werkelijkheid als kunstvorm,"Hierbij: cyborg art, if art"
2,24.39,Film- en televisiewetenschap: overige,"Verwijzing: voor virtuele werklijkheid als kunstvorm, zie: 24.37"
1,24.40,Muziekwetenschap: algemeen,
1,24.41,"Onderwijs, beroepsuitoefening, organisaties",
1,24.42,Systematische muziekwetenschap: algemeen,"Toelichting: muziek in relatie tot andere gebieden van cultuur; Verwijzing: voor muziek in relatie tot overige kunstvormen, zie: 20.05 (kunstwetenschappen; kunst in relatie tot andere gebieden van cultuur: algemeen)"
2,24.43,Muziekfilosofie,
2,24.44,Muziekpsychologie,Hierbij: muziekbeleving
2,24.45,Muzieksociologie,Toelichting: muziek en samenleving
2,24.46,"Fysiologie, muziektechnologie","Hierbij: akoestiek, (toon)stemmingen, studiotechniek"
2,24.49,Systematische muziekwetenschap: overige,
1,24.50,Historische muziekwetenschap: algemeen,"Toelichting: geschiedenis van de muziek; Verwijzing: voor volksmuziek, zie: 24.70 (etnomusicologie)"
2,24.60,"Muziekvormen, muziekgenres: algemeen",
