level,notation,prefLabel,scopeNote
2,43.50,Milieucompartimenten,"Toelichting: water, bodem, lucht, straling, geluid; Verwijzing: voor afvalverwijdering, zie: 43.42 (specifieke milieuthema's); Verwijzing: voor bodemsaneringstechnieken, zie: 58.52 (procestechnologie; bodemsaneringstechnieken)"
2,43.56,Schadelijke stoffen,"Hierbij: milieugevaarlijke stoffen, zware metalen, fosfaten, nitraten, prioritaire stoffen"
2,43.60,Milieusectoren: algemeen,Toelichting: milieudoelgroepen
3,43.61,Landbouw en milieu,
3,43.62,"Verkeer en milieu, vervoer en milieu",
3,43.63,Industrie en milieu,
3,43.64,Volkshuisvesting en milieu,Hierbij: verstedelijking en milieu
3,43.65,Recreatie en milieu,Hierbij: toerisme en milieu
3,43.66,Huishoudens en milieu,
3,43.69,Milieusectoren: overige,
2,43.70,Ontwikkelingsproblematiek en milieu,
2,43.71,Wereldvoedselprobleem en milieu,
2,43.72,Bevolkingsproblematiek en milieu,
2,43.79,Milieuproblemen: overige,
1,43.99,Milieukunde: overige,
0,44.00,Geneeskunde: algemeen,"Verwijzing: voor gezondheidszorg, zie: 44.10-44.29 (maatschappelijke gezondheidszorg, persoonlijke gezondheidszorg, hygiëne)"
1,44.01,Geschiedenis van de geneeskunde,
1,44.02,Filosofie en ethiek van de geneeskunde,
1,44.04,"Onderwijs, beroepsuitoefening, organisaties",Hierbij: fraude
1,44.05,Medische economie,
1,44.06,Medische sociologie,
1,44.07,Medische psychologie,Hierbij: gezondheidspsychologie
1,44.10,Maatschappelijke gezondheidszorg: algemeen,Toelichting: sociale geneeskunde; Hierbij: gezondheidsvoorlichting; Toelichting: sociale geneeskunde
2,44.11,Preventieve geneeskunde,Hierbij: epidemiologie
2,44.12,"Arbeidsgeneeskunde, bedrijfsgeneeskunde",Hierbij: beroepsziekten
2,44.13,Milieugezondheidskunde,Is: 43.14 (milieukunde; milieugezondheidskunde)
2,44.14,Gezondheidszorgvoorzieningenstelsel,Hierbij: verzekeringsgeneeskunde
2,44.15,Eerstelijnsgezondheidszorg,"Verwijzing: voor huisartsgeneeskunde, zie: 44.62 (huisartsgeneeskunde)"
2,44.16,Geestelijke gezondheidszorg,
2,44.17,"Intramurale gezondheidszorgvoorzieningen, ziekenhuiswezen","Hierbij: tehuizen, verzorgingsinstituten"
2,44.19,Maatschappelijke gezondheidszorg: overige,"Hierbij: schoolgeneeskunde, lijkbezorging, kruisverenigingen"
1,44.20,"Persoonlijke gezondheidszorg, hygiëne: algemeen",
2,44.21,Voeding,"Verwijzing: voor dieetleer, zie: 44.52 (therapie); Verwijzing: voor voeding van kinderen, zie: 44.67 (kindergeneeskunde); Verwijzing: zie ook 49.25 (huishoudkunde; eetwaren naar bereiding)"
2,44.29,"Persoonlijke gezondheidszorg, hygiëne: overige",
1,44.30,Geneeskunde: basisvakken: algemeen,"Verwijzing: voor het gebruik van basisvakken bij andere onderdelen van de geneeskunde, zie bij de betreffende onderdelen"
2,44.31,Medische fysica,"Hierbij: biomedische techniek, biomedische materialen"
2,44.32,"Medische wiskunde, medische statistiek",Hierbij: medische informatica
2,44.33,Medische chemie,"Hierbij: stofwisseling; Verwijzing: voor klinische chemie, zie: 44.46 (klinische pathologie)"
2,44.34,Anatomie,
2,44.35,Histologie,
2,44.36,Embryologie,
2,44.37,Fysiologie,
2,44.38,Farmacologie,"Hierbij: farmacotherapie, farmacochemie"
2,44.41,Toxicologie,
2,44.42,"Farmacie, farmaceutica",Hierbij: geneeskrachtige planten
2,44.43,Medische microbiologie,"Verwijzing: voor parasitologie, zie: 44.44 (parasitologie)"
2,44.44,Parasitologie,"Verwijzing: voor parasitaire ziekten, zie: 44.75 (infectieziekten, parasitaire ziekten)"
2,44.45,Immunologie,"Hierbij: cytokines; Verwijzing: voor immunologische ziekten, zie: 44.78 (immunologische ziekten)"
2,44.46,Klinische pathologie,"Hierbij: proefdieren, klinische chemie, bloed-, liquor- en semen-onderzoek"
2,44.47,Pathologie,
2,44.48,Medische genetica,
2,44.49,Geneeskunde: basisvakken: overige,
1,44.50,Diagnostiek en therapie: algemeen,"Verwijzing: voor de diagnostiek of therapie van onderdelen van de geneeskunde, zie bij de betreffende onderdelen"
2,44.51,Diagnostiek,"Hierbij: symptomatologie; Verwijzing: voor radiodiagnostiek, zie: 44.64 (radiologie)"
2,44.52,Therapie,"Hierbij: revalidatie, fysiotherapie, dieetleer, ergotherapie, reanimatie; Verwijzing: voor farmacotherapie, zie: 44.38 (farmacologie); Verwijzing: voor radiotherapie, zie: 44.64 (radiologie)"
2,44.59,Diagnostiek en therapie: overige,"Hierbij: acute geneeskunde, intensive care"
1,44.60,Geneeskunde: specialismen: algemeen,
2,44.61,Interne geneeskunde,"Verwijzing: voor de afzonderlijke organen en lichaamsdelen, zie de betreffende specialismen"
2,44.62,Huisartsgeneeskunde,"Verwijzing: voor eerstelijnsgezondheidszorg, zie: 44.15 (eerstelijnsgezondheidszorg)"
2,44.63,Verpleegkunde,
2,44.64,Radiologie,"Hierbij: radiodiagnostiek, radiotherapie, nucleaire geneeskunde, NMR, MRI; Verwijzing: voor de radiologie van de afzonderlijke organen en lichaamsdelen, zie de betreffende specialismen"
2,44.65,Chirurgie,"Hierbij: transplantaties, plastische chirurgie; Verwijzing: voor de chirurgie van de afzonderlijke organen en lichaamsdelen, zie de betreffende specialismen"
2,44.66,Anesthesiologie,Hierbij: anesthesie
2,44.67,Kindergeneeskunde,"Verwijzing: voor kinderpsychiatrie, zie: 44.91 (psychiatrie, psychopathologie)"
2,44.68,"Gerontologie, geriatrie",
2,44.70,Sportgeneeskunde,
2,44.71,Verkeersgeneeskunde,"Hierbij: luchtvaartgeneeskunde, ruimtevaartgeneeskunde, zeevaartgeneeskunde"
2,44.72,Gerechtelijke geneeskunde,Hierbij: gerechtelijke tandheelkunde
2,44.73,Geografische geneeskunde,"Hierbij: tropische geneeskunde, medische geografie; Toelichting: geneeskunde die door geografische factoren is bepaald"
2,44.74,Seksuologie,"Verwijzing: voor psychologische aspecten, zie: 77.85 (psychologie; seksuologie)"
2,44.75,"Infectieziekten, parasitaire ziekten","Hierbij: virusziekten, bacteriële ziekten; Hierbij: publicaties over geslachtsziekten in het algemeen én over afzonderlijke, specifieke geslachtsziekten; Verwijzing: voor parasitologie, zie: 44.44 (parasitologie)"
2,44.76,"Voedingsstoornissen, deficiëntieziekten",
2,44.77,Stofwisselingsziekten,
2,44.78,Immunologische ziekten,"Hierbij: algemene allergieën, collageenziekten; Hierbij: aids; Verwijzing: voor immunologie, zie: 44.45 (immunologie)"
2,44.79,Vergiftigingen,"Toelichting: door planten of dieren; Verwijzing: voor afzonderlijke stoffen, zie: 44.41 (toxicologie)"
2,44.80,Traumatologie,Toelichting: fysisch veroorzaakte traumata en ziekten
2,44.81,"Neoplasmata, gezwellen","Hierbij: oncologie, kanker; Verwijzing: voor neoplasmata van de afzonderlijke organen en lichaamsdelen, zie de betreffende specialismen"
2,44.82,Aangeboren afwijkingen,"Verwijzing: voor de aangeboren afwijkingen van de afzonderlijke organen en lichaamsdelen, zie de betreffende specialismen"
2,44.83,"Reumatologie, orthopedie","Hierbij: spierstelsel, skeletstelsel"
2,44.84,Thorax,Hierbij: ademhalingsstelsel
2,44.85,Cardiologie,Hierbij: hart en bloedvatstelsel
2,44.86,Hematologie,"Hierbij: bloed en bloedbereidende organen, lymfestelsel"
2,44.87,Gastro-enterologie,"Hierbij: spijsverteringsstelsel; Verwijzing: voor mondheelkunde, zie: 44.96 (tandheelkunde); Verwijzing: voor diabetes, zie: 44.89 (endocrinologie)"
2,44.88,Urologie,"Hierbij: urogenitaalstelsel, nefrologie, nierziekten; Verwijzing: voor het genitaalstelsel van de vrouw, zie: 44.92 (gynaecologie; verloskunde)"
2,44.89,Endocrinologie,Hierbij: diabetes
2,44.90,Neurologie,"Hierbij: dementie, neuromusculair systeem, pijn, spina bifida"
2,44.91,"Psychiatrie, psychopathologie","Hierbij: psychosomatische ziekten, kinderpsychiatrie; Verwijzing: voor psychotherapie, zie: 77.72-77.84 (psychologie; psychotherapie)"
2,44.92,"Gynaecologie, obstetrie","Hierbij: voortplanting, kunstmatige inseminatie, embryo-implantatie, in-vitro fertilisatie, verloskunde"
2,44.93,Dermatologie,
2,44.94,"Keel-, neus- en oorheelkunde",
2,44.95,Oogheelkunde,
2,44.96,Tandheelkunde,"Hierbij: mondheelkunde; Verwijzing: voor gerechtelijke tandheelkunde, zie: 44.72 (gerechtelijke geneeskunde)"
2,44.97,Geneeskunde: specialismen: overige,
1,44.98,Alternatieve geneeskunde,"Hierbij: homeopathie, acupunctuur, chiropraxie, gebedsgenezing"
1,44.99,Geneeskunde: overige,
0,46.00,Diergeneeskunde: algemeen,
1,46.01,Geschiedenis van de diergeneeskunde,
1,46.02,"Filosofie, theorie en ethiek van de diergeneeskunde",
1,46.03,Methoden en technieken van de diergeneeskunde,
1,46.04,"Onderwijs, beroepsuitoefening, organisaties",
1,46.10,Diergeneeskunde: basisvakken: algemeen,"Verwijzing: voor endocrinologie van de voortplanting, zie: 46.60 (voortplanting)"
2,46.11,"Veterinaire anatomie, veterinaire embryologie, veterinaire histologie",
2,46.12,Veterinaire fysiologie,
2,46.13,"Veterinaire biochemie, veterinaire endocrinologie",
2,46.14,"Veterinaire farmacologie, veterinaire toxicologie",
2,46.19,Diergeneeskunde: basisvakken: overige,
1,46.20,Veterinaire volksgezondheid,"Hierbij: hygiëne en keuring van voedingsmiddelen van dierlijke oorsprong, slachthuiskunde, zoönosen"
1,46.30,Preventieve diergeneeskunde,"Hierbij: bedrijfsdiergeneeskunde; Verwijzing: voor preventie van infectieziekten, zie: 46.54 (veterinaire immunologie)"
1,46.40,Veterinaire pathologie,"Hierbij: algemene pathologie, orgaanpathologie, pathologische anatomie, oncologie, gerechtelijke diergeneeskunde"
1,46.50,Veterinaire microbiologie,
1,46.52,"Infectieziekten, parasitaire ziekten",
1,46.54,Veterinaire immunologie,
1,46.60,Voortplanting,"Hierbij: veterinaire verloskunde, kunstmatige inseminatie, embryotransplantatie; Verwijzing: voortplanting bij de mens, zie: 44.92"
1,46.70,Geografie van dierziekten,Hierbij: tropische diergeneeskunde
1,46.80,Klinische diergeneeskunde,"Hierbij: verpleging, veterinaire chirurgie, orthopedie, anesthesiologie, radiologie, cardiologie, hematologie, longziekten, gastro-enterologie, nefrologie, neurologie, oogheelkunde, dermatologie, endocriene ziekten; Toelichting: diagnostiek en therapie van dierziekten"
1,46.90,Proefdierkunde,"Hierbij: pathologie van proefdieren, ziektemodellen, vivisectie"
1,46.99,Diergeneeskunde: overige,
0,48.00,Landbouwwetenschappen: algemeen,"Verwijzing: voor landbouw en milieu, zie: 43.61 (milieukunde; landbouw en milieu)"
1,48.01,Geschiedenis van de landbouwwetenschappen,
1,48.03,Methoden en technieken van de landbouwwetenschappen,
1,48.04,"Onderwijs, beroepsuitoefening, organisaties",Hierbij: landbouwvoorlichting
1,48.10,Landbouw als sector,Hierbij: landbouwbeleid in het algemeen; agrarische landenstudies 
1,48.12,Geschiedenis van de landbouw,"Verwijzing: voor de historische benadering, zie: 15. (geschiedenis)"
1,48.14,Landbouweconomie,Is: 83.66 (economie; landbouweconomie)
1,48.16,Landbouwsystemen,"Hierbij: alternatieve landbouw, beheerslandbouw; Toelichting: farming systems; Toelichting: specifieke onderdelen uit de alternatieve landbouw worden bij de betreffende onderdelen geplaatst"
1,48.18,Landbouwbedrijfsleer,
1,48.20,Landbouwtechniek: algemeen,
2,48.22,Bedrijfsgebouwen,
2,48.24,"Werktuigen, machines",
2,48.26,Arbeid in de landbouw,
2,48.28,"Energie, energiebesparing",
2,48.29,Landbouwtechniek: overige,
1,48.30,Natuurlijke hulpbronnen: algemeen,
2,48.32,"Bodemkunde, landevaluatie",Toelichting: bodem als hulpbron
2,48.34,"Irrigatie, drainage",
2,48.36,Grondbewerking,
2,48.39,Natuurlijke hulpbronnen: overige,
1,48.40,Bosbouw: algemeen,
2,48.42,Bosteelt,
2,48.44,Bosexploitatie,
2,48.46,"Hout, houtproducten",
2,48.49,Bosbouw: overige,
1,48.50,Plantenteelt: algemeen,"Hierbij: akkerbouw, tuinbouw, fruitteelt, groenteteelt, sierteelt in het algemeen; Verwijzing: voor tuinieren, zie: 76.41 (recreatie, vrijetijdsbesteding; tuinieren)"
2,48.52,"Plantenvoeding, bemestingsleer",
2,48.54,Plantenziektenkunde,
2,48.56,Vermeerdering van planten,
2,48.58,Plantenveredeling,
2,48.59,Plantenteelt: overige,
1,48.60,"Zoötechniek, veeteelt: algemeen","Hierbij: insectenteelt, huisdieren; Verwijzing: voor diergeneeskunde, zie: 46. (diergeneeskunde)"
2,48.61,Veevoeding,
2,48.62,Gebruik van dieren,"Toelichting: als gezelschapsdier, rijdier, producent van voedsel"
2,48.63,Economische zoölogie,"Toelichting: nuttige en schadelijke dieren, bestrijding van plagen"
2,48.64,Veefokkerij,Hierbij: vermeerderen van landbouwhuisdieren
2,48.66,Jacht,"Toelichting: wildbenutting; Verwijzing: voor jachtsport, zie: 76.12 (recreatie en vrijetijdsbesteding; takken van sport)"
2,48.67,Visserij,"Verwijzing: voor hengelsport, zie: 76.12 (recreatie, vrijetijdsbesteding; takken van sport)"
2,48.68,Aquacultuur,
2,48.69,"Zoötechniek, veeteelt: overige",
1,48.99,Landbouwwetenschappen: overige,
0,49.00,Huishoudkunde: algemeen,
1,49.01,Geschiedenis van de huishoudkunde,
1,49.04,"Onderwijs, beroepsuitoefening, organisaties",
1,49.10,Soorten van huishoudingen,"Hierbij: privé-huishoudingen; Verwijzing: voor professionele gastvrijheid, zie: 49.55 (professionele gastvrijheid)"
1,49.15,Economie van het huishouden,"Hierbij: budget, consumentenaangelegenheden; Verwijzing: voor consumentenrecht, zie: 86.67 (recht; consumentenrecht)"
1,49.20,Huishoudelijke apparaten,
1,49.25,Eetwaren naar bereiding,"Hierbij: kookkunst, recepten; Verwijzing: voor dieetleer, zie: 44.52 (geneeskunde; therapie); Verwijzing: voor voedingsmiddelentechnologie, zie: 58.34 (procestechnologie; levensmiddelentechnologie); Verwijzing: zie ook 44.21 (geneeskunde; voeding)"
1,49.27,Dranken,
1,49.30,"Woning, woninginrichting","Verwijzing: voor binnenhuisarchitectuur, zie: 21.84 (afzonderlijke kunstvormen; binnenhuiskunst)"
1,49.35,Kleding,"Verwijzing: voor mode, zie: 21.85 (afzonderlijke kunstvormen; kleding, mode); Verwijzing: voor zelf maken van kleding, zie: 76.44 (recreatie en vrije tijdsbesteding; handenarbeid)"
1,49.40,Lichaamsverzorging,"Verwijzing: voor lichamelijke gezondheidszorg, zie: 44.20 (geneeskunde; persoonlijke gezondheidszorg, hygiëne)"
1,49.45,Materieel onderhoud,"Hierbij: wassen, strijken, schoonmaken"
1,49.50,"Thuisverzorging van kinderen, zieken, gasten",
1,49.55,Professionele gastvrijheid,"Hierbij: horeca, instellings- en gaarkeukens, catering"
1,49.99,Huishoudkunde: overige,
0,50.00,Technische wetenschappen: algemeen,
1,50.01,Geschiedenis van de technische wetenschappen,
1,50.04,"Onderwijs, beroepsuitoefening, organisaties",
1,50.10,Techniek: algemeen,
2,50.11,Geschiedenis van de techniek,Hierbij: geschiedenis van de industriële technologie
2,50.12,Filosofie van de techniek,
2,50.13,Aangepaste technologie,"Verwijzing: voor toepassingen van aangepaste technologie, zie de betreffende rubrieken"
2,50.14,Aspectenonderzoek der techniek,"Hierbij: technology assessment; Verwijzing: voor economische aspecten, zie: 83.62 (economie; economie van de technologie); Verwijzing: voor futurologie, zie: 02.40 (wetenschap en cultuur in het algemeen; futurologie)"
2,50.17,Veiligheid in de techniek,
2,50.19,Techniek: overige,
1,50.20,Meet- en regeltechniek: algemeen,
2,50.21,Meettechniek,
2,50.22,Regeltechniek,"Toelichting: besturingstechniek; Verwijzing: voor procesbesturing, zie: 58.17 (procestechnologie; procesbesturing)"
1,50.70,Energie,
1,50.80,"Technisch ontwerpen, technisch tekenen","Verwijzing: voor automatiseringstechnische aspecten, zie: 54.73 (informatica; computergraphics)"
1,50.99,Technische wetenschappen: overige,
0,51.00,Materiaalkunde: algemeen,
1,51.01,Geschiedenis van de materiaalkunde,
1,51.04,"Onderwijs, beroepsuitoefening, organisaties",
1,51.10,Kristallografie,
1,51.12,"Kristalvorming, kristalgroei, kristaldislocaties, kristaldefecten",Hierbij: éénkristallen
1,51.20,"Materiaaloppervlakken, materiaalgrensvlakken: algemeen",
2,51.22,"Oppervlakken, grenslagen, dunne lagen","Is: 33.68 (natuurkunde; oppervlakken, grenslagen, dunne lagen)"
2,51.24,Corrosie,
2,51.29,"Materiaaloppervlakken, materiaalgrensvlakken: overige",
1,51.30,"Materiaalonderzoek, materiaaleigenschappen: algemeen",
2,51.32,Breukmechanica,
2,51.34,Vermoeiing,
2,51.39,"Materiaalonderzoek, materiaaleigenschappen: overige",
1,51.40,Keramische materialen,
1,51.50,Metaalkunde: algemeen,
2,51.52,Ferrometalen,
2,51.54,Non-ferrometalen,
2,51.59,Metaalkunde: overige,
1,51.60,Composietmaterialen,
1,51.70,Polymeren,"Hierbij: kunststoffen, elastomeren"
1,51.99,Materiaalkunde: overige,
0,52.00,Werktuigbouwkunde: algemeen,
1,52.01,Geschiedenis van de werktuigbouwkunde,Hierbij: geschiedenis van mechanische technologie
1,52.04,"Onderwijs, beroepsuitoefening, organisaties",
1,52.10,"Werktuigbouwkundig ontwerpen, construeren",
1,52.12,Tribologie,
1,52.15,Machineonderdelen: algemeen,
2,52.16,Verbindingselementen,"Hierbij: veren, schokbrekers"
2,52.17,Lagers,
2,52.19,Machineonderdelen: overige,
1,52.20,Overbrengingsmechanismen: algemeen,
2,52.21,Tandwieloverbrengingen,
2,52.22,"Koppelingen, remmen",
2,52.24,Overbrengingsmechanismen: overige,
1,52.25,"Pijpleidingen, appendages, vaten",
1,52.30,"Thermische, hydraulische en pneumatische energieomzetters: algemeen","Hierbij: turbomachines, stromingswerktuigen"
2,52.40,Thermische energieomzetters: algemeen,
3,52.41,"Warmtewisselaars, stookinrichtingen, kernreactorconstructies",
3,52.42,"Verwarming, ventilatie, klimaatregeling",
3,52.43,Koeltechniek,Toelichting: koudetechniek
3,52.44,"Stoomgeneratoren, stoomketels, stoommachines",
3,52.45,"Benzinemotoren, dieselmotoren",Hierbij: wankelmotoren
3,52.46,Gasturbines,
3,52.49,Thermische energieomzetters: overige,
2,52.50,Hydraulische en pneumatische energieomzetters: algemeen,
3,52.51,"Pompen, compressoren",Hierbij: ventilatoren
3,52.52,Waterturbines,Hierbij: watermolens
3,52.53,Windturbines,Hierbij: windmolens
3,52.54,Hydraulische en pneumatische energieomzetters: overige,
2,52.59,"Thermische, hydraulische en pneumatische energieomzetters: overige",
1,52.60,"Transporttechniek, opslagtechniek: algemeen","Verwijzing: voor logistiek, zie: 85.35 (bedrijfskunde, organisatiekunde, arbeidswetenschappen; productiemanagement)"
2,52.61,Hefwerktuigen,"Hierbij: kranen, liften"
2,52.62,"Pneumatisch transport, hydraulisch transport",
2,52.63,Stofafscheidingstechniek,"Hierbij: cyclonen, centrifuges"
2,52.69,"Transporttechniek, opslagtechniek: overige","Hierbij: transporteurs, vorkheftrucks, containers"
1,52.70,Mechanische technologie: algemeen,Hierbij: werkplaatstechniek
2,52.71,"Werkplaatsmeettechniek, gereedschapswerktuigen, instrumentmakerij","Hierbij: toleranties, passingen"
2,52.72,Automatisering van de werkplaatstechniek,"Hierbij: robottoepassingen, manipulatoren"
2,52.74,Materiaalbewerking: algemeen,
3,52.75,Verspanende materiaalbewerking,
3,52.76,Niet-verspanende materiaalbewerking,
3,52.77,"Gieten, sinteren",
3,52.78,"Warmtebehandeling, oppervlaktebehandeling",
3,52.79,Materiaalbewerking: overige,
2,52.80,Verbindingstechniek: algemeen,
3,52.81,"Persverbindingen, schroefverbindingen, klinkverbindingen",
3,52.82,Lastechniek,Hierbij: solderen
3,52.84,Verbindingstechniek: overige,
2,52.85,"Textieltechniek, vezeltechnologie","Verwijzing: voor textielveredeling, zie: 58.23 (procestechnologie; textielindustrie, papierindustrie)"
2,52.86,Verpakkingstechniek,"Toelichting: voor toepassingen van verpakkingstechniek, zie de betreffende vakgebieden"
2,52.87,Druktechniek,"Hierbij: drukmachines, bewerking van papier; Verwijzing: voor grafische aspecten, zie: 06.24 (documentaire informatie; drukken, drukkerij)"
2,52.89,Mechanische technologie: overige,
1,52.90,"Machinebewaking, machineonderhoud",
1,52.99,Werktuigbouwkunde: overige,
0,53.00,Elektrotechniek: algemeen,"Verwijzing: voor computers en randapparatuur, zie: 54. (informatica)"
1,53.01,Geschiedenis van de elektrotechniek als vak,
1,53.02,Theorie van de elektrotechniek,
1,53.04,"Onderwijs, beroepsuitoefening, organisaties",
1,53.10,Geschiedenis van de elektrotechniek als verschijnsel,
1,53.11,Netwerktheorie,
1,53.12,Elektrotechnische componenten,
1,53.13,Elektrotechnische schakelingen,
1,53.15,Elektrische meettechniek,
1,53.16,Elektrische regeltechniek,
1,53.17,Vermogenselektronica,
1,53.18,Elektrische ruis,
1,53.30,Elektrische energietechniek: algemeen,"Verwijzing: voor algemene aspecten, zie: 50.70 (technische wetenschappen in het algemeen; energie)"
2,53.31,Elektrische centrales,"Hierbij: elektriciteitsnetten, kabels"
2,53.32,Elektromechanica,
2,53.33,Elektrische generatoren,
2,53.34,Elektrische motoren,
2,53.35,Elektrische omvormers,"Hierbij: transformatoren, gelijkrichters, voedingsapparatuur"
2,53.36,Directe energieomzetters,"Hierbij: batterijen, zonnecellen, magnetohydrodynamica"
2,53.37,Hoogspanningstechniek,
2,53.38,Verlichtingstechniek,Toelichting: lichttechniek
2,53.39,Elektrische energietechniek: overige,
1,53.50,Elektronica: algemeen,
2,53.51,Elektronische componenten,
2,53.52,Elektronische schakelingen,
2,53.53,Versterkers,Hierbij: operationele versterkers
2,53.54,Modulatie,Hierbij: codering
2,53.55,Micro-elektronica,
2,53.56,Halfgeleiderelementen,
2,53.57,Geïntegreerde schakelingen,
2,53.59,Elektronica: overige,
1,53.70,Telecommunicatietechniek: algemeen,
2,53.71,"Informatietheorie, communicatietheorie, signaaltheorie",
2,53.72,Communicatienetten,Hierbij: satellietcommunicatie
2,53.73,"Elektrische signaaltransmissie, optische signaaltransmissie",Hierbij: transmissielijnen
2,53.74,Antennes,
2,53.75,"Telegrafie, datatransmissie","Hierbij: telex, fax"
2,53.76,Telefonie,Hierbij: mobilofoon
2,53.77,Radiotechniek,
2,53.78,Beeldtechniek,"Hierbij: televisietechniek, videotechniek"
2,53.82,Microgolftechniek,
2,53.83,"Telemetrie, telecontrole",
2,53.84,"Elektronische navigatie, radar",
2,53.85,Elektroakoestiek,Hierbij: audiotechniek
2,53.89,Telecommunicatietechniek: overige,
1,53.99,Elektrotechniek: overige,
0,54.00,Informatica: algemeen,
1,54.01,Geschiedenis van de informatica,
1,54.02,Filosofie en theorie van de informatica,
1,54.04,"Onderwijs, beroepsuitoefening, organisaties",
1,54.10,"Theoretische informatica programmeertalen, formele talen, berekenbaarheid","Hierbij: abstracte machines, analyse van algoritmen, complexiteit van problemen, semantiek van; Verwijzing: voor numerieke wiskunde, mathematische logica, discrete wiskunde, zie: 31. (wiskunde)"
1,54.20,Computerapparatuur: algemeen,"Toelichting: hardware; Verwijzing: voor geïntegreerde schakelingen, zie: 53.57 (elektrotechniek; geïntegreerde schakelingen)"
2,54.21,"Randapparatuur voor invoer, uitvoer en datacommunicatie",
2,54.22,Logisch ontwerp van computers,
2,54.29,Computerapparatuur: overige,
1,54.30,Technische structuur van computersystemen: algemeen,
2,54.31,Computerarchitectuur,Toelichting: processorarchitectuur
2,54.32,Computernetwerken,"Hierbij: netwerkprotocols, gedistribueerde computersystemen; Toelichting: technische aspecten; Verwijzing: voor ontwikkeling en toepassing van internet en websites, zie: 54.84; Verwijzing: voor internet als massacommunicatiemiddel, zie 05.38 (elektronische communicatie, inhoudelijke aspecten)"
2,54.33,Prestatieanalyse,Toelichting: performance
2,54.39,Technische structuur van computersystemen: overige,
1,54.40,Microcomputers,Toelichting: hier worden publicaties geplaatst over microcomputers waarin zowel hardware als software behandeld worden
1,54.50,Programmatuur: algemeen,Toelichting: software
2,54.51,Programmeertechnieken,"Hierbij: functioneel programmeren, parallel programmeren"
2,54.52,Programmatuurontwikkeling,"Hierbij: specificaties, programmacode, verificatie, testen, debuggen, simulatie; Toelichting: software engineering"
2,54.53,Programmeertalen,"Hierbij: vertalerbouw; Verwijzing: voor taalkundige aspecten, zie: 17.46 (algemene taal- en literatuurwetenschap; mathematische linguïstiek, computer linguïstiek (vertalen met computers)"
2,54.54,Besturingssystemen,"Toelichting: operating systems, beheerssystemen"
2,54.55,Opmaaktalen,"Hierbij: SGML, XML, etc."
2,54.59,Programmatuur: overige,Hierbij: gebruikersvriendelijkheid
1,54.60,Informatiesystemen: algemeen,
2,54.61,"Ontwikkeling van informatiesystemen, beheer van informatiesystemen","Hierbij: projectmanagement, softwarebeheer"
2,54.62,Machineleesbare gegevens,"Hierbij: gegevensstructuren, representatie van gegevens, opslag van gegevens, cryptografie, bestandsorganisatie"
2,54.64,Gegevensbanken,"Toelichting: databanken, databases; Verwijzing: voor information storage and retrieval, zie: 06.64 (documentaire informatie; information storage and retrieval)"
2,54.65,Webontwikkeling,"Hierbij: web engineering, systeemontwikkeling voor websites"
2,54.69,Informatiesystemen: overige,
1,54.70,Computermethoden: algemeen,
2,54.71,"Formule manipulatie, computeralgebra",
2,54.72,Kunstmatige intelligentie,Hierbij: expertsystemen
2,54.73,Computergraphics,
2,54.74,"Patroonherkenning, beeldverwerking",Toelichting: image processing
2,54.79,Computermethoden: overige,
1,54.80,"Toepassingen van computersystemen, computertechniek: algemeen","Verwijzing: voor bestuurlijke informatie, zie: 85.20 (bedrijfskunde, organisatiekunde; bestuurlijke informatie, informatieverzorging); Verwijzing: voor toepassingen gebonden aan een vakgebied, zie het betreffende vakgebied"
2,54.81,Toepassingen van informatiesystemen,Hierbij: kantoorautomatisering
2,54.82,Tekstverwerking,
2,54.83,Computer aided engineering,"Hierbij: CAD, CAM, robotica"
2,54.84,Ontwikkeling en toepassing van internet en websites,"Verwijzing: voor toepassingen van internet en websites binnen vakgebieden, zie de betreffende vakgebieden; Verwijzing: voor opmaaktalen, zie 54.55; Verwijzing: voor internet als massacommunicatiemiddel zie: 05.38"
2,54.89,"Toepassingen van computersystemen, computertechniek: overige",
1,54.99,Informatica: overige,
0,55.00,"Verkeerstechniek, vervoerstechniek: algemeen","Verwijzing: voor de planologische aspecten van verkeer, zie: 74.75 (planologie; verkeer, transport); Verwijzing: voor vervoerseconomie, zie: 83.72 (economie; verkeer)"
1,55.01,Geschiedenis van verkeers- en vervoerstechniek als vakgebied,
1,55.04,"Onderwijs, beroepsuitoefening, organisaties",
1,55.06,"Verkeersregeling, verkeersveiligheid",
1,55.08,Navigatie,"Toelichting: van schepen en lucht- en ruimtevaartuigen; Verwijzing: voor elektronische navigatie, zie: 53.84 (elektrotechniek; elektronische navigatie, radar)"
1,55.10,Voertuigdynamica,
1,55.15,Geschiedenis van verkeer en vervoer,
1,55.20,"Wegverkeer, wegvoertuigen: algemeen",
2,55.21,"Geschiedenis van de auto, geschiedenis van het automobilisme",
2,55.22,Automobieltechniek,
2,55.23,Automobielonderhoud,
2,55.29,"Wegverkeer, wegvoertuigen: overige","Hierbij: elektrische auto's, tweewielers"
1,55.30,"Railverkeer, railvoertuigen: algemeen",
2,55.31,"Geschiedenis van treinen, geschiedenis van trams",Hierbij: spoorwegmaatschappijen
2,55.39,"Railverkeer, railvoertuigen: overige",Hierbij: magneetzweefkussentreinen
1,55.40,"Scheepvaart, schepen: algemeen",
2,55.41,"Geschiedenis van de scheepvaart, scheepsbouw, schepen",
