level,notation,prefLabel
2,Na 7.6,Wirbeltiere (außer Säugetiere)
3,Na 7.6.1,Fische
3,Na 7.6.2,"Lurche (Amphibien), Kriechtiere (Reptilien)"
3,Na 7.6.3,Vögel
2,Na 7.7,Säugetiere
3,Na 7.7.1,"Affen, Halbaffen"
3,Na 7.7.2,Meeressäugetiere
3,Na 7.7.3,Raubtiere
3,Na 7.7.4,Huftiere
3,Na 7.7.5,Hasen- und Nagetiere
3,Na 7.7.6,Hunde und Hauskatzen
3,Na 7.7.7,Weitere Säugetiere
2,Na 7.8,Haustier allgemein
2,Na 7.9,Tiermedizin
1,Na 8,Umweltschutz
2,Na 8.1,Grundlagen und Geschichte des Umweltschutzes
2,Na 8.2,"Umweltpolitik, Umweltschutzorganisationen"
2,Na 8.3,Naturschutz
3,Na 8.3.1,"Landschaftsschutz, Biotopschutz"
3,Na 8.3.2,Artenschutz
2,Na 8.4,Umweltbelastung und Umweltzerstörung
3,Na 8.4.1,Gewässerschutz
3,Na 8.4.2,Bodenschutz
3,Na 8.4.3,"Luftverschmutzung, Klimaänderung"
3,Na 8.4.4,"Umweltschadstoffe, Umweltgifte, Radioaktivität, Lärm"
3,Na 8.4.5,"Müll, Abfall, Abwasser"
3,Na 8.4.6,Weitere Bereiche und Probleme
2,Na 8.5,Weitere Themen des Umweltschutzes
1,Na 9,Weitere Themen
1,Na 10,"Fachdidaktik für den Unterricht in
naturwissenschaftlichen und mathematischen
Fächern, Schulbücher"
2,Na 10.2,Mathematik
2,Na 10.3,Chemie
2,Na 10.4,Physik
2,Na 10.5,Geowissenschaften
2,Na 10.6,Biologie
2,Na 10.7,Botanik und Zoologie
2,Na 10.8,Umweltschutz
0,Pä,Pädagogik
1,Pä 1,Allgemeines
2,Pä 1.1,"Nachschlagewerke, Bibliografien, Einführungen"
2,Pä 1.2,Theorie der Bildung und Erziehung
3,Pä 1.2.1,Einzelne Erziehungstheorien
3,Pä 1.2.2,Pädagogische Soziologie
2,Pä 1.3,Geschichte der Pädagogik
2,Pä 1.4,Leben und Werk einzelner Persönlichkeiten
1,Pä 2,"Kinder- und Jugenderziehung, Sozialpädagogik"
2,Pä 2.1,"Kinder- und Jugenderziehung im Bereich Familie,
allgemeine Elternratgeber"
3,Pä 2.1.1,Geistige und körperliche Entwicklung
3,Pä 2.1.2,Sexualerziehung
3,Pä 2.1.3,Soziale Erziehung
3,Pä 2.1.4,"Religiöse und ethische Erziehung, Werterziehung"
3,Pä 2.1.5,Besondere familiäre Situationen
2,Pä 2.2,"Kindergartenpädagogik, Vorschulpädagogik"
2,Pä 2.3,"Heimerziehung, Kinderdörfer"
2,Pä 2.4,Jugendarbeit
2,Pä 2.7,Erziehungsberatung
2,Pä 2.8,"Spielpädagogik, Erlebnispädagogik"
1,Pä 3,Organisation des Bildungssystems
2,Pä 3.0,"Schulorganisation, Schulleitung"
3,Pä 3.0.1,Schulleben
3,Pä 3.0.2,"Bewertung, Beurteilung, Evaluation"
2,Pä 3.1,"Schulreform, Schulentwicklung"
2,Pä 3.2,"Heimschule, Privatschule"
2,Pä 3.3,Pflichtschule
3,Pä 3.3.1,Grundschule
3,Pä 3.3.2,Mittelschule
2,Pä 3.4,Oberschule
2,Pä 3.5,Berufliche Schulen
2,Pä 3.6,"Hochschule, Universität, Akademie"
2,Pä 3.7,Ausbildung und Fortbildung der Lehrer und Erzieher
2,Pä 3.9,"Berufsberatung, Studienführer"
1,Pä 4,Allgemeine Methodik und Didaktik des Unterrichts
2,Pä 4.1,Einzelne Unterrichtsmethoden und Unterrichtsformen
3,Pä 4.1.2,"Rollenspiel, Schulspiel, Interaktionsspiel"
2,Pä 4.2,Fächerübergreifender Unterricht
2,Pä 4.6,"Montessoripädagogik, Waldorfpädagogik,
Reformpädagogik"
1,Pä 5,"Sonderpädagogik, Integrationspädagogik"
2,Pä 5.1,Körperbehindertenpädagogik
2,Pä 5.2,Geistigbehindertenpädagogik
2,Pä 5.5,Verhaltensgestörtenpädagogik
2,Pä 5.6,Sprachbehindertenpädagogik
2,Pä 5.7,Lernbehindertenpädagogik
2,Pä 5.8,Sonderpädagogische Therapien
1,Pä 6,Einzelbereiche der Bildung und Erziehung
2,Pä 6.1,Umgangsformen
2,Pä 6.4,Medienerziehung
2,Pä 6.6,Verkehrserziehung
2,Pä 6.7,Umwelterziehung
2,Pä 6.8,Interkulturelle Erziehung
2,Pä 6.9,Weitere Einzelbereiche
1,Pä 8,Erwachsenenbildung
2,Pä 8.1,Bildungseinrichtungen und Bildungsangebote
1,Pä 9,Weitere Themen
1,Pä 10,"Fachdidaktik für den Pädagogikunterricht,
Schulbücher"
0,Ph,Philosophie
1,Ph 1,Allgemeines
2,Ph 1.1,"Nachschlagewerke, Bibliografien, Einführungen,
Gesamtdarstellungen"
1,Ph 2,Geschichte der Philosophie
2,Ph 2.1,Nichtwestliche Philosophien von den Anfängen bis zur Gegenwart
2,Ph 2.2,Philosophie der Antike (800 v. Chr. – 270 n. Chr.)
3,Ph 2.2.1,Griechische Philosophie vor Sokrates (800 – 470 v. Chr.)
3,Ph 2.2.2,Klassische griechische Philosophie (470 – 322 v. Chr.)
3,Ph 2.2.3,"Philosophie der hellenistisch-römischen Zeit (323 v. Chr. –
270 n. Chr.)"
2,Ph 2.3,Philosophie des Mittelalters (300 – 1500)
2,Ph 2.4,"Europäische Philosophie der Neuzeit bis einschließlich
Kant (1500 – 1804)"
3,Ph 2.4.1,Philosophie vor Kant (1500 – 1724)
3,Ph 2.4.2,Philosophie Kants (1724 – 1804)
2,Ph 2.5,"Philosophische Richtungen und Schulen vom 19. Jh. bis
zur Gegenwart"
3,Ph 2.5.1,"Deutscher Idealismus, Neukantianismus,
Neuhegelianismus (1800 – 1854)"
3,Ph 2.5.2,"Materialismus, Naturalismus, Historischer und
Dialektischer Materialismus einschließlich Philosophie der
Hoffnung, Marxismus, Neomarxismus"
3,Ph 2.5.3,"Phänomenologie, Neue Metaphysik, Positivismus,
Neopositivismus, Analytische Philosophie"
3,Ph 2.5.4,Lebensphilosophie (1830 – 1940)
3,Ph 2.5.5,Existenzphilosophie
3,Ph 2.5.6,Weitere Richtungen und Schulen
1,Ph 3,Einzelne Themen der Philosophie
2,Ph 3.1,Logik
2,Ph 3.2,Erkenntnis- und Wissenschaftstheorie
2,Ph 3.3,Metaphysik (Allgemeines)
2,Ph 3.4,Philosophische Anthropologie
2,Ph 3.5,Philosophische Ethik
2,Ph 3.6,Allgemeine und vergleichende Ästhetik
2,Ph 3.7,"Politische Philosophie, Geschichts- und Kulturphilosophie"
1,Ph 4,Philosophische Betrachtungen
1,Ph 9,Weitere Themen
1,Ph 10,"Fachdidaktik für den Philosophieunterricht,
Schulbücher"
0,Ps,Psychologie
1,Ps 1,Allgemeines
2,Ps 1.1,"Nachschlagewerke, Bibliografien, Einführungen"
2,Ps 1.2,Theorie und Methoden der Psychologie
2,Ps 1.3,Geschichte der Psychologie
2,Ps 1.4,Leben und Werk einzelner Persönlichkeiten
1,Ps 2,Teilgebiete und Richtungen der Psychologie
2,Ps 2.0,Allgemeine Psychologie
3,Ps 2.0.1,Wahrnehmung. Vorstellung
3,Ps 2.0.2,Emotion und Motivation
2,Ps 2.1,Entwicklungspsychologie
3,Ps 2.1.1,Kinderpsychologie (bis 12 Jahre)
3,Ps 2.1.2,Jugendpsychologie (12 bis 18 Jahre)
3,Ps 2.1.4,"Erwachsenenpsychologie, Psychologie späterer
Lebensjahre"
2,Ps 2.2,Persönlichkeitspsychologie Geschlechterpsychologie
3,Ps 2.2.1,"Persönlichkeitseigenschaften, Persönlichkeitsbeurteilung"
3,Ps 2.2.2,Geschlechterpsychologie Sexualpsychologie
2,Ps 2.3,Tiefenpsychologie
3,Ps 2.3.1,Einzelne Richtungen
3,Ps 2.3.2,Einzelfragen
2,Ps 2.6,Weitere Richtungen
3,Ps 2.6.1,Behaviorismus
3,Ps 2.6.2,Ganzheitspsychologie
3,Ps 2.6.3,Gestaltpsychologie
1,Ps 3,Sozialpsychologie
2,Ps 3.1,Psychologie der Gruppe
3,Ps 3.1.1,Gruppenverhalten
2,Ps 3.3,Kommunikationspsychologie
1,Ps 4,"Pädagogische Psychologie, Lernpsychologie"
2,Ps 4.1,"Gedächtnis, Lernen, Denken"
2,Ps 4.2,Schulpsychologie
1,Ps 5,Lebensführung & Lebenshilfe
2,Ps 5.1,"Fragen der Lebensführung und -planung, Lebenshilfe"
2,Ps 5.2,"Beziehung, Partnerschaft, Ehe, Familie"
2,Ps 5.3,"Lebenskrisen, Lebensprobleme und ihre Bewältigung"
1,Ps 6,Grenzwissenschaften der Psychologie
2,Ps 6.2,Esoterik
2,Ps 6.3,Parapsychologie
2,Ps 6.4,Astrologie
2,Ps 6.5,Wahrsagen
1,Ps 7,Angewandte Psychologie
2,Ps 7.1,"Psychodiagnostik, Testpsychologie"
1,Ps 8,"Klinische Psychologie, Psychiatrie"
2,Ps 8.1,Psychotherapie
3,Ps 8.1.1,Einzelne Formen der Psychotherapie
2,Ps 8.3,Psychiatrie
3,Ps 8.3.1,Einzelne psychische Störungen
3,Ps 8.3.2,Sexueller Missbrauch
2,Ps 8.4,"Abhängigkeit, Sucht"
3,Ps 8.4.1,Stoffgebundene Süchte
3,Ps 8.4.2,Stoffungebundene Süchte
1,Ps 9,Weitere Themen
1,Ps 10,"Fachdidaktik für den Psychologieunterricht,
Schulbücher"
0,Re,Religion
1,Re 1,Allgemeines
2,Re 1.1,"Nachschlagewerke, Bibliografien, Einführungen"
2,Re 1.2,"Religionswissenschaft, Religionsgeschichte"
1,Re 2,"Bibel, Bibelwissenschaft"
2,Re 2.1,Bibel
2,Re 2.2,Bibelwissenschaft
2,Re 2.3,Gestalten der Bibel
1,Re 3,Christentum christliche Theologie
2,Re 3.1,Leben und Werk einzelner Persönlichkeiten des Christentums
2,Re 3.2,"Geschichte des Christentums, Kirchengeschichte"
3,Re 3.2.1,Geschichte des Christentums und Kirchengeschichte bis zur Reformation
3,Re 3.2.2,Geschichte des Christentums und Kirchengeschichte seit der Reformation
2,Re 3.3,"Katholizismus, Geschichte der römisch-katholischen
Kirche"
3,Re 3.3.1,Papsttum
3,Re 3.3.2,"Priestertum, katholische Ordensgemeinschaften"
3,Re 3.3.3,Kirchenvolk
2,Re 3.4,"Protestantismus, Geschichte der evangelischen Kirchen
und Bekenntnisse"
2,Re 3.5,"Orthodoxes Christentum, Geschichte der orthodoxen
Kirchen"
2,Re 3.6,Christliche Sondergemeinschaften und ihre Geschichte
2,Re 3.7,Systematische christliche Theologie
3,Re 3.7.1,Glaubensbegründung und Glaubenslehre
3,Re 3.7.2,Christliche Ethik
2,Re 3.8,Praktische Theologie
3,Re 3.8.1,Christliche Gemeindearbeit
3,Re 3.8.2,Liturgie
3,Re 3.8.3,"Katechetik, Katechese"
2,Re 3.9,Christlicher Glaube im Alltag
3,Re 3.9.1,Christliche Lebensführung
3,Re 3.9.2,"Christliches Brauchtum, Wallfahrten"
1,Re 4,Religionen der Welt
2,Re 4.1,"Prähistorische Formen der Religion, Naturreligionen"
2,Re 4.2,Mythologien und Volksreligionen
2,Re 4.3,Judentum
2,Re 4.4,Islam
2,Re 4.5,Hinduismus
2,Re 4.6,Buddhismus
1,Re 5,"Freireligiöse Bewegungen und Lehren, Neureligionen"
2,Re 5.1,Anthroposophie
2,Re 5.2,Freimaurerei
2,Re 5.3,"Neureligionen, Sekten"
2,Re 5.4,Weitere Bewegungen und Lehren
1,Re 9,Weitere Themen
1,Re 10,"Fachdidaktik für den Religionsunterricht, Schulbücher"
0,So,"Sozialwissenschaften, Recht"
1,So 1,Soziologie
2,So 1.1,"Einzelne Theorien, Richtungen und Schulen der Soziologie"
2,So 1.2,Sozialwissenschaftliche Forschungsmethoden
2,So 1.3,Soziologie der Gemeinschaft
3,So 1.3.2,"Soziologie der Partnerschaft, Ehe und Familie"
2,So 1.4,"Soziologie der Gesellschaft, der Gruppe, sozialer Wandel"
2,So 1.5,Kinder- und Jugendsoziologie
2,So 1.6,Soziologie der Frau und des Mannes
3,So 1.6.1,Soziologie der Frau
3,So 1.6.2,Soziologie des Mannes
2,So 1.7,Soziologie des Alters
2,So 1.8,Freizeitsoziologie
2,So 1.9,Weitere Themen
3,So 1.9.1,Gesellschaftliche Konfliktfälle
1,So 2,Bevölkerungswissenschaft
2,So 2.1,"Bevölkerungsstruktur, Bevölkerungsentwicklung"
2,So 2.2,Bevölkerungsbewegung
2,So 2.3,Bevölkerungspolitik
3,So 2.3.1,"Lokalforschung, Flurbereinigung, Wohnungspolitik"
3,So 2.3.2,"Familienpolitik, Jugendpolitik"
3,So 2.3.9,Weitere Themen
1,So 3,Öffentliche Verwaltung
2,So 3.1,Allgemeines
2,So 3.2,"Staatsverwaltung, Regionalverwaltung, Landesverwaltung"
2,So 3.3,"Gemeindeverwaltung, Gemeindepolitik,
Bezirksgemeinschaft"
2,So 3.4,"Öffentliche Einrichtungen, öffentliche Dienste"
1,So 4,"Politik, Politikwissenschaft, Staatslehre"
2,So 4.1,Staatslehre
3,So 4.1.1,Gesellschaftstheorien und politische Theorien
2,So 4.2,"Weltpolitik und internationale Politik, internationale
Beziehungen und Organisationen"
3,So 4.2.1,Vereinte Nationen
3,So 4.2.2,Europäische Union
3,So 4.2.3,Europarat
3,So 4.2.4,Weitere internationale politische Zusammenschlüsse
3,So 4.2.5,Internationale Zusammenarbeit in Organisationen
3,So 4.2.6,"Imperialistische Politik, Nationalistische Politik"
3,So 4.2.7,Friedenspolitik
3,So 4.2.8,Entwicklungspolitik
2,So 4.3,Innenpolitik
3,So 4.3.1,Wahlsystem
3,So 4.3.2,Parlament und Regierung
3,So 4.3.3,Parteien
3,So 4.3.4,"Andere politische Bewegungen und Gruppen,
Interessenverbände"
2,So 4.4,"Militärpolitik, Militärwesen"
2,So 4.5,Sozialpolitik
2,So 4.6,"Politischer Extremismus, Terrorismus"
2,So 4.7,Minderheitenpolitik
2,So 4.8,Südtirol-Autonomie
1,So 5,Sozialarbeit
2,So 5.1,Sozialfürsorge
2,So 5.2,Gesundheitsfürsorge
2,So 5.3,"Behindertenarbeit, Behindertenhilfe"
2,So 5.4,Sozialarbeit mit Obdachlosen und Nichtsesshaften
2,So 5.5,"Sozialarbeit mit Ausländern, Flüchtlingshilfe"
1,So 6,Wirtschaft
2,So 6.1,Allgemeines
3,So 6.1.1,"Nachschlagewerke, Bibliografien"
3,So 6.1.2,"Wirtschaftphilosophie, Wirtschaftspsychologie,
Wirtschaftssoziologie"
3,So 6.1.3,"Theorie, Grundlagen und Methoden der
Wirtschaftswissenschaften"
3,So 6.1.4,"Wirtschaftsmathematik, Wirtschaftskybernetik, Allgemeine
Wirtschaftsstatistik"
3,So 6.1.5,Wirtschaftsgeschichte allgemein
2,So 6.2,Volkswirtschaftslehre
3,So 6.2.1,Theoretische Volkswirtschaftslehre (Allgemeines)
3,So 6.2.2,Allgemeine Wirtschaftspolitik
2,So 6.3,"Weltwirtschaft, Außenwirtschaft"
3,So 6.3.1,Rohstoffe und andere Welthandelsgüter
3,So 6.3.2,Wirtschaft Europas und der Europäischen Union
3,So 6.3.3,"Wirtschaft Amerikas, Afrikas, Asiens und Australiens"
2,So 6.4,"Geld-, Bank- und Börsenwesen, Versicherungswirtschaft"
3,So 6.4.1,Geldfragen des Privathaushalts
3,So 6.4.2,Bankwesen
3,So 6.4.3,Börsenwesen
3,So 6.4.4,Versicherungswirtschaft
2,So 6.5,"Branchenkunde, Verbraucherinformation"
3,So 6.5.1,"Handwerk, Gewerbe, Industrie"
3,So 6.5.2,"Handel, Dienstleistungen, Verkehrwirtschaft,
Transportwesen"
3,So 6.5.3,Tourismus
3,So 6.5.4,Weitere Branchen
2,So 6.6,Öffentliche Finanzwirtschaft und Finanzpolitik
1,So 7,Allgemeine Betriebswirtschaftslehre
2,So 7.1,Das Unternehmen
3,So 7.1.1,"Existenzgründung, Unternehmensstandort und
Unternehmensgröße, Unternehmenswachstum"
3,So 7.1.2,"Rechtsformen von Unternehmen,
Unternehmenszusammenschlüsse, Kooperation von
Unternehmen"
3,So 7.1.3,"Unternehmensphilosophie, Unternehmenspolitik,
Unternehmenskultur, Public Relations"
2,So 7.2,Unternehmensführung
3,So 7.2.1,Managementkonzepte
3,So 7.2.2,"Unternehmenszielsetzung, Führungsentscheidungen,
Unternehmensplanung, Unternehmenskontrolle,
Unternehmenssteuerung"
3,So 7.2.3,Unternehmensorganisation
2,So 7.3,Personalwirtschaft
3,So 7.3.1,"Personalbedarfsplanung, Personalbeschaffung,
Personalverwaltung, Personalbeurteilung"
3,So 7.3.2,"Arbeitsentgelt, Arbeitszeit, Arbeitsplatzgestaltung"
3,So 7.3.3,"Mitarbeiterbeteiligung, Mitbestimmung"
2,So 7.4,Allgemeine Ratgeber für den Berufsalltag
3,So 7.4.1,Stellensuche und Bewerbung
2,So 7.5,"Materialwirtschaft, Produktionswirtschaft, Absatzwirtschaft"
3,So 7.5.1,Marketing allgemein
3,So 7.5.2,"Markt, Produkt, Preis, Absatz, Vertrieb"
3,So 7.5.3,Werbung
3,So 7.5.4,"Kundengewinnung, Verkauf, Kundendienst"
2,So 7.6,"Betriebliche Finanzwirtschaft, betriebliches
Rechnungswesen, betriebliches Prüfungswesen"
3,So 7.6.1,"Betriebliches Rechnungswesen, betriebliches
Prüfungswesen"
2,So 7.7,Betriebliche Bürowirtschaft
3,So 7.7.1,Geschäftskorrespondenz
2,So 7.8,Arbeitswissenschaft
2,So 7.9,Weitere Themen
1,So 8,Recht
2,So 8.1,Allgemeines
3,So 8.1.1,"Geschichte, Theorie, Grundlagen und Methoden der
Rechtswissenschaft"
3,So 8.1.2,"Kriminologie, Kriminalität, Gerichtsmedizin"
3,So 8.1.3,Rechtsgeschichte
2,So 8.2,Internationales Recht einschließlich Europarecht
3,So 8.2.1,Internationales öffentliches Recht
3,So 8.2.2,"Internationales Wirtschaftsrecht und Handelsrecht sowie
Wirtschaftsstrafrecht, Internationales Arbeitsrecht und
Sozialrecht"
3,So 8.2.3,Internationale Kriminalität und Kriminalistik
3,So 8.2.4,Recht einzelner Staaten
2,So 8.3,Italienisches Recht und Rechtspflege
3,So 8.3.1,Rechtspflege
2,So 8.4,Italienisches Staats- und Verfassungsrecht
2,So 8.5,Italienisches Verwaltungsrecht
3,So 8.5.1,Finanzrecht
3,So 8.5.2,"Umweltrecht und Umweltstrafrecht, Agrarrecht, Jagd- und
Fischereirecht, Forstrecht"
2,So 8.6,"Italienisches Zivilrecht, Zivilgesetzbuch"
3,So 8.6.1,Schuldrecht
3,So 8.6.2,Dingliches Recht
3,So 8.6.3,Familienrecht
3,So 8.6.4,Erbrecht
2,So 8.7,Italienisches Wirtschaftsrecht und Handelsrecht
2,So 8.8,Italienisches Arbeitsrecht und Sozialrecht
3,So 8.8.1,"Arbeitsrecht, Arbeitsgerichtsbarkeit"
2,So 8.9,Italienisches Strafrecht
1,So 9,Weitere Themen
1,So 10,"Fachdidaktik für den Unterricht, Schulbücher"
2,So 10.1,Soziologie
2,So 10.2,Politik
2,So 10.3,Wirtschaft
2,So 10.4,Recht
0,Sp,"Sport, Alpinismus, Freizeitgestaltung"
1,Sp 1,Allgemeines
2,Sp 1.1,Freizeitgestaltung
2,Sp 1.2,Geschichte des Sports
1,Sp 2,Sport
2,Sp 2.1,"Turnen, Gymnastik"
2,Sp 2.2,Leichtathletik
2,Sp 2.3,Ballspiele
3,Sp 2.3.1,Fußball
3,Sp 2.3.2,"Handball, Faustball, Basketball, Volleyball, Völkerball,
American Football, Rugby"
3,Sp 2.3.3,"Tennis, Squash, Federball, Badminton, Tischtennis"
2,Sp 2.4,Wassersport
2,Sp 2.5,"Radsport, Motorsport, Flugsport"
3,Sp 2.5.1,Radsport
3,Sp 2.5.2,Motorsport
3,Sp 2.5.3,Flugsport
2,Sp 2.6,"Kampfsport, Kraftsport, Schwerathletik, Schießsport"
3,Sp 2.6.1,"Ostasiatische Kampfsportarten, Selbstverteidigungssport"
2,Sp 2.7,Reitsport
2,Sp 2.8,Gesundheitssport
2,Sp 2.9,Weitere Sportarten
1,Sp 3,"Alpinismus, Bergsport, Wintersport"
2,Sp 3.1,Bergsport
3,Sp 3.1.1,Wander- und Kletterführer Südtirol
3,Sp 3.1.2,Wander- und Kletterführer Dolomiten
3,Sp 3.1.3,Wander- und Kletterführer angrenzender Regionen
3,Sp 3.1.4,Hüttenführer
3,Sp 3.1.5,Weitere Bergsportarten
2,Sp 3.2,Erlebnisberichte und Biografien von Bergsteigern
2,Sp 3.3,Wintersport
3,Sp 3.3.1,"Skifahren, Snowboarding, Langlauf"
3,Sp 3.3.2,Skitouren
3,Sp 3.3.3,Weitere Wintersportarten
1,Sp 4,"Basteln, Modellbau"
2,Sp 4.1,Basteln mit einzelnen Materialien
3,Sp 4.1.1,"Papier, Pappe, Karton"
3,Sp 4.1.2,"Textilien und textile Fäden, Leder, Fell"
3,Sp 4.1.3,"Holz, Kork"
3,Sp 4.1.4,Andere Naturmaterialien
3,Sp 4.1.5,"Glas, Ton, Keramik, Porzellan, Metall"
3,Sp 4.1.9,Weitere Materialien
2,Sp 4.2,Basteln einzelner Gegenstände
3,Sp 4.2.1,"Spielzeug, Spielgeräte, Spiele"
3,Sp 4.2.2,"Dekoratives für Wohnung, Haus und Garten"
3,Sp 4.2.3,"Schmuck, Kleidung, Accessoires"
3,Sp 4.2.4,Geschenke
3,Sp 4.2.9,Weitere Gegenstände
2,Sp 4.3,Jahreszeitliches Basteln
2,Sp 4.4,"Modellbau, Modellsport, Modellsammeln"
3,Sp 4.4.1,Modelleisenbahn
1,Sp 5,Unterhaltungsspiele
2,Sp 5.1,"Gesellschaftsspiele, Kinderspiele"
2,Sp 5.2,"Denkspiele, Denksport, Sprachspiele, Schreibspiele,
Zaubertricks"
2,Sp 5.3,Kartenspiele
2,Sp 5.4,Brettspiele
2,Sp 5.5,Glücksspiele
2,Sp 5.6,Computerspiele
2,Sp 5.9,Weitere Spiele
1,Sp 6,Feste und Feiern
2,Sp 6.1,"Allgemeine Festreden, Festgedichte und Glückwünsche"
2,Sp 6.2,"Advent, Weihnachten"
2,Sp 6.3,Ostern
2,Sp 6.4,Kinderfeste
2,Sp 6.5,Hochzeit
2,Sp 6.6,"Taufe, Kommunion, Firmung"
2,Sp 6.7,Andere Feste und Feiern
1,Sp 7,Sammeln
2,Sp 7.1,Briefmarkensammeln
1,Sp 9,Weitere Themen
1,Sp 10,"Fachdidaktik für den Unterricht, Schulbücher"
0,Te,"Technik, Industrie, Handwerk und
Gewerbe"
1,Te 1,Allgemeines
2,Te 1.1,"Nachschlagewerke, Bibliografien, Einführungen"
3,Te 1.1.1,Gesellschaftswissenschaftliche Grundlagen der Technik
2,Te 1.2,"Technische Einheiten, Messtechnik und Prüftechnik,
technische Qualitätskontrolle"
2,Te 1.3,Technisches Grundwissen
2,Te 1.4,Geschichte der Technik
2,Te 1.5,Leben und Werk einzelner Persönlichkeiten
2,Te 1.6,Verfahrenstechnik
2,Te 1.7,Umwelttechnik
2,Te 1.8,"Bionik, Biotechnik"
2,Te 1.9,Sicherheitstechnik
1,Te 2,"Bergbau und Hüttenkunde, Energiegewinnung und
Energietechnik"
2,Te 2.1,Kohlenbergbau
2,Te 2.2,Metallurgie
2,Te 2.3,"Erdölförderung, Erdgasförderung"
2,Te 2.4,Abbau von Mineralien
2,Te 2.5,Allgemeine Energietechnik
3,Te 2.5.1,"Wärmekraftmaschinen, Wärmekraftwerke"
3,Te 2.5.2,"Wasserkraftmaschinen, Wasserkraftwerke"
3,Te 2.5.3,"Windkraftwerke, Solaranlagen, erneuerbare
Energiequellen"
3,Te 2.5.4,"Kernkraftwerke, Kernenergie"
1,Te 3,"Metallbearbeitung, Feinwerktechnik, Maschinenbau"
2,Te 3.1,Allgemeine Grundlagen
3,Te 3.1.1,Fertigungsverfahren
2,Te 3.2,Feinwerktechnik
2,Te 3.3,Maschinenbau
3,Te 3.3.1,Arbeitsmaschinen
1,Te 4,Bauwesen
2,Te 4.1,Hochbau
3,Te 4.1.1,Mauerwerksbau
3,Te 4.1.2,Holzbau
3,Te 4.1.3,"Stahlbau, Betonbau"
3,Te 4.1.4,Wohnungsbau
3,Te 4.1.5,Zweckbau
2,Te 4.2,Tiefbau einschließlich Wasserwirtschaft
3,Te 4.2.1,"Grundbau, Erdbau, Brunnenbau"
3,Te 4.2.2,Verkehrsbau
3,Te 4.2.3,"Wasserbau, Wasserwirtschaft"
3,Te 4.2.4,"Deponietechnik, Abfallwirtschaft"
2,Te 4.3,Städtebau
2,Te 4.4,Gebäudeausbau einschließlich Heimwerkerarbeiten
3,Te 4.4.1,"Mauern, Fassaden, Wände"
3,Te 4.4.2,"Fußböden, Fußbodenbeläge, Fliesen, Platten"
3,Te 4.4.3,"Dächer, Treppen, Türen, Fenster"
3,Te 4.4.4,"Haustechnik, Heizungstechnik, Klimatechnik"
3,Te 4.4.5,Malerarbeiten
1,Te 5,"Elektrotechnik, Radio- und Fernsehtechnik, Foto- und
Filmtechnik"
2,Te 5.1,Elektronik
2,Te 5.2,Elektrische Energietechnik
2,Te 5.3,Nachrichtentechnik
3,Te 5.3.1,Telekommunikation
3,Te 5.3.2,Andere Anwendungsbereiche der Hoch- und Höchstfrequenztechnik
2,Te 5.4,"Radiotechnik, Fernsehtechnik, Unterhaltungselektronik"
3,Te 5.4.1,Radiotechnik
3,Te 5.4.2,Unterhaltungselektronik
3,Te 5.4.3,Fernsehtechnik
2,Te 5.5,"Fototechnik, Filmtechnik, Videotechnik"
3,Te 5.5.1,Fototechnik
3,Te 5.5.2,"Filmtechnik, Videotechnik"
1,Te 6,Verkehrstechnik
2,Te 6.1,"Straßenverkehr, Kraftfahrzeuge"
3,Te 6.1.1,Personenkraftwagen
3,Te 6.1.2,Krafträder
3,Te 6.1.3,"Nutzfahrzeuge, Spezialfahrzeuge"
3,Te 6.1.4,Andere Straßenfahrzeuge
2,Te 6.2,"Schienenverkehr, Schienenfahrzeuge"
3,Te 6.2.1,Eisenbahn
3,Te 6.2.2,Spezialbahnen
2,Te 6.4,"Schifffahrt, Schiffbau"
3,Te 6.4.1,"Schifffahrtsicherung, Schiffsnavigation, Seefunk"
3,Te 6.4.2,"Segelschiffe, Segelboote, Ruderboote"
3,Te 6.4.3,"Motorschiffe, Motorboote"
2,Te 6.5,"Luftfahrt, Raumfahrt"
3,Te 6.5.1,"Ballons, Fallschirme, Flugmaschinen"
3,Te 6.5.2,"Flugzeuge, Helikopter"
3,Te 6.5.3,Raumfahrt
1,Te 7,Weitere handwerkliche und industrielle Techniken
2,Te 7.1,"Holzbearbeitung, Holzverarbeitung"
3,Te 7.1.1,Möbelherstellung
2,Te 7.2,Textilindustrie
3,Te 7.2.1,"Herstellung und Verarbeitung von textilen Stoffen, Leder
und Pelzen"
3,Te 7.2.2,"Reinigung und Veredelung von Textilien, Leder und
Pelzen"
2,Te 7.3,"Papierindustrie, Verpackungsindustrie"
2,Te 7.4,Verarbeitung von Steinen und Erden
3,Te 7.4.1,Keramik
3,Te 7.4.2,Glas
2,Te 7.5,"Nahrungs- und Genussmittelindustrie, Nahrungs- und
Genussmittelgewerbe"
3,Te 7.5.1,"Herstellung und Verarbeitung von Nahrungs- und
Genussmitteln"
3,Te 7.5.2,Getränkeherstellung
2,Te 7.6,"Chemische Industrie,  chemische Technologie"
2,Te 7.9,Andere Dienstleistungsgewerbe
1,Te 8,"Informatik, Datenverarbeitung"
2,Te 8.1,Theorie und Grundlagen. Computerrecht
2,Te 8.2,Kommunikation von Computersystemen
3,Te 8.2.1,"Vernetzung von Computern, Datennetze"
2,Te 8.3,Internet
3,Te 8.3.1,Internet und Internetdienste
3,Te 8.3.2,Einführungen ins Internet
