level,notation,prefLabel,scopeNote,note
2,TP200-248,"Chemicals: Manufacture, use, etc.",,
2,TP248.13-248.65,Biotechnology,,
2,TP250-261,Industrial electrochemistry,,
2,TP267.5-301,Explosives and pyrotechnics,,
2,TP315-360,Fuel,,
2,TP368-456,Food processing and manufacture,,
2,TP480-498,Low temperature engineering. Cryogenic engineering. Refrigeration,,
2,TP500-660,Fermentation industries. Beverages. Alcohol,,
2,TP670-699,"Oils, fats, and waxes",,
3,TP690-692.5,Petroleum refining. Petroleum products,,
2,TP700-746,Illuminating industries (Nonelectric),,
2,TP751-762,Gas industry,,
2,TP785-869,Clay industries. Ceramics. Glass,,
2,TP875-888,Cement industries,,
2,TP890-933,"Textile bleaching, dyeing, printing, etc.",,
2,TP934-945,"Paints, pigments, varnishes, etc.",,
2,TP1080-1185,Polymers and polymer manufacture,,
1,TR1-1050,Photography,,
2,TR250-265,Cameras,,
2,TR287-500,Photographic processing. Darkroom technique,,
2,TR504-508,Transparencies. Diapositives,,
2,TR510-545,Color photography,,
2,TR550-581,Studio and laboratory,,
2,TR590-620,Lighting,,
2,TR624-835,Applied photography,"Including artistic, commercial, medical photography, photocopying processes",
2,TR845-899,Cinematography. Motion pictures,,
2,TR925-1050,Photomechanical processes,,
1,TS1-2301,Manufactures,,
2,TS155-194,Production management. Operations management,,
2,TS195-198.8,Packaging,,
2,TS200-770,Metal manufactures. Metalworking,,
2,TS780-788,Stonework,,
2,TS800-937,Wood technology. Lumber,,
3,TS840-915,Wood products. Furniture,,
3,TS920-937,Chemical processing of wood,,
2,TS940-1047,Leather industries. Tanning,,
2,TS1060-1070,Furs,,
2,TS1080-1268,Paper manufacture and trade,,
2,TS1300-1865,Textile industries,,
2,TS1870-1935,Rubber industry,,
2,TS1950-1982,Animal products,,
2,TS2120-2159,Cereals and grain. Milling industry,,
2,TS2220-2283,Tobacco industry,,
2,TS2284-2288,Animal feeds and feed mills. Pet food industry,,
1,TT1-999,Handicrafts. Arts and crafts,,
2,TT161-170.7,Manual training. School shops,,
2,TT174-176,Articles for children,,
2,TT180-200,Woodworking. Furniture making. Upholstering,,
2,TT201-203,Lathework. Turning,,
2,TT205-267,Metalworking,,
2,TT300-382.8,Painting. Wood finishing,,
2,TT387-410,Soft home furnishings,,
2,TT490-695,Clothing manufacture. Dressmaking. Tailoring,,
2,TT697-927,Home arts. Homecrafts,"Including sewing, embroidery, decorative crafts",
2,TT950-979,Hairdressing. Beauty culture. Barbers' work,,
2,TT980-999,Laundry work,,
1,TX1-1110,Home economics,,
2,TX301-339,The house,"Including arrangement, care, servants",
2,TX341-641,Nutrition. Foods and food supply,,
2,TX642-840,Cooking,,
2,TX851-885,Dining-room service,,
2,TX901-946.5,"Hospitality industry. Hotels, clubs, restaurants, etc. Food service",,
2,TX950-953,"Taverns, barrooms, saloons",,
2,TX955-985,Building operation and housekeeping,,
2,TX1100-1105,Mobile home living,,
2,TX1110,Recreational vehicle living,,
0,U,MILITARY SCIENCE,,
1,U1-900,Military science (General),,
2,U21-22.3,War. Philosophy. Military sociology,,
2,U27-43,History of military science,,
2,U45,Historiography,,
2,U56-59,Army clubs,,
2,U150-155,Military planning,,
2,U161-163,Strategy,,
2,U164-167.5,Tactics,,
2,U168,Logistics,,
1,U250-255,Maneuvers (combined arms),,
2,U260,Joint operations. Combined operations,,
2,U261,Amphibious warfare,,
2,U262,Commando tactics,,
2,U263-264.5,Atomic warfare. Atomic weapons,,
1,U300-305,Artillery and rifle ranges,,
2,U310-310.2,War games,,
1,U320-325,Physical training of soldiers,,
1,U400-714,Military education and training,,
1,U750-773,"Military life, manners and customs, antiquities, etc.",,
1,U799-897,History of arms and armor,,
1,UA10-997,"Armies: Organization, distribution, military situation",,
2,UA21-885,By region or country,,
1,UA910-915,Mobilization,,
1,UA920-925,Plans for attack and defense,,
1,UA926-929,Civil defense,,
2,UA929.5-929.95,War damage in industry. Industrial defense,,
1,UA940-945,Military communication,,
1,UA950-979,Routes of travel. Distances,,
1,UA985-997,Military geography,,
1,UB1-900,Military administration,,
2,UB160-165,"Records, returns, muster rolls, etc.",,
1,UB170-175,Adjutant generals' offices,,
1,UB180-197,Civilian personnel departments,,
1,UB250-271,Intelligence,,
1,UB273-274,Sabotage,,
1,UB275-277,Psychological warfare. Propaganda,,
2,UB320-338,"Enlistment, recruiting, etc.",,
1,UB340-345,Compulsory service. Conscription and exemption,,
2,UB356-369.5,Provision for veterans,,
1,UB370-375,"Military pensions, etc.",,
1,UB380-385,Soldiers' and sailors' homes,,
1,UB407-409,Warrant officers. Noncommissioned officers,,
1,UB410-415,Officers,,
1,UB416-419,"Minorities, women, etc. in armed forces",,
1,UB420-425,Furloughs,,
2,UB440-449.5,Retired military personnel,,
1,UC10-780,Maintenance and transportation,,
2,UC20-258,Organization of the service. By region or country,,
2,UC260-267,Supplies and stores,,
1,UC270-360,Transportation,,
1,UC400-440,Barracks. Quarters. Camps,,
1,UC460-535,Clothing and equipment,,
1,UC540-585,Equipage. Field kits,,
1,UC600-695,Horses. Mules. Remount service,,
1,UC700-780,Subsistence,,
1,UD1-495,Infantry,,
2,UD157-302,Tactics. Maneuvers. Drill regulations,,
1,UD320-325,Manual of arms,,
1,UD330-335,Firing. Military sharpshooting,,
1,UD340-345,Bayonet drill,,
1,UD380-425,"Small arms. Swords, etc.",,
1,UD450-455,Mounted infantry,,
1,UD460-464,Mountain troops,,
1,UD470-475,Ski troops,,
1,UD480-485,Airborne troops. Parachute troops,,
1,UD490-495,Airmobile operations,,
1,UE1-500,Cavalry. Armor,"Including horse cavalry, armored cavalry, mechanized cavalry",
2,UE144-145,Horse cavalry,,
2,UE147,Armored cavalry,,
1,UE157-302,Tactics. Maneuvers. Drill regulations,,
1,UE420-425,Cavalry sword exercises,,
1,UE460-475,Horses,,
1,UF1-910,Artillery,,
2,UF157-302,Tactics. Maneuvers. Drill regulations,,
1,UF400-405,Field artillery,,
1,UF450-455,Seacoast artillery,,
1,UF460-465,Siege artillery,,
1,UF470-475,Howitzer artillery. Mortar batteries,,
1,UF480-485,Garrison artillery,,
1,UF500-515,Weapons systems,,
1,UF520-537,Ordnance and small arms,,
1,UF540-545,"Arsenals, magazines, armories, etc.",,
1,UF560-780,Ordnance material (Ordnance proper),,
1,UF820-830,Ballistics. Velocities and motions of projectiles,,
1,UF848-856,"Artillery instruments. Fire control, etc.",,
1,UG1-620,Military engineering,,
2,UG160-302,Tactics and regulations,,
2,UG335,Bridges,,
2,UG340,Tunnels,,
1,UG360-390,Field engineering,,
1,UG400-442,Fortification,,
1,UG443-449,Attack and defense. Siege warfare,,
1,UG470-474,"Military surveying, topography, and mapping",,
2,UG490,"Land mines, etc.",,
1,UG500-565,Technical troops and other special corps,,
1,UG570-582,Military signaling,,
2,UG590-613.5,Military telegraphy and telephony,,
2,UG614-614.5,Military electric lighting,,
1,UG615-620,Military motor vehicles,,
1,UG622-1435,Air forces. Air warfare,,
2,UG633-635,By region or country,,
1,UG637-639,Education and training,,
1,UG640-645,Military aeronautical research,,
1,UG700-705,Tactics,,
1,UG730-735,Air defenses,,
1,UG760-765,Aerial reconnaissance,,
1,UG770-1045,Organization. Personnel management,,
2,UG1097,Air bases,,
2,UG1100-1435,Equipment and supplies,,
1,UG1500-1530,Military astronautics. Space warfare. Space surveillance,,
2,UG1523-1525,By region or country,,
1,UH20-910,Other services,,
2,UH20-25,Chaplains,,
1,UH201-515,Medical and sanitary services,,
2,UH520-(560),Care of sick and wounded. Relief societies,,
2,UH600-629.5,Military hygiene and sanitation,,
1,UH700-705,Public relations. Press. War correspondents,,
2,UH750-769,Military social work. Social welfare services,,
1,UH800-910,Recreation and information services,,
0,V,NAVAL SCIENCE,,
1,V1-995,Naval science (General),,
2,V25-55,History and antiquities of naval science,,
2,V66-69,Navy clubs,,
1,V160-165,Strategy,,
1,V167-178,Tactics,,
2,V200,Coast defense,,
2,V210-214.5,Submarine warfare,,
1,V390-395,Naval research,,
2,V396-396.5,Military oceanography,,
2,V399,Automation in the naval sciences,,
1,V400-695,Naval education,,
1,V720-743,"Naval life, manners and customs, antiquities, etc.",,
1,V750-995,"War vessels: Construction, armament, etc.",,
1,VA10-750,"Navies: Organization, distribution, naval situation",,
2,VA49-395,United States,,
1,VA400-750,Other regions or countries,,
1,VB15-(955),Naval administration,,
2,VB21-124,By region or country,,
1,VB170-187,Civil department,,
1,VB260-275,Enlisted personnel,,
1,VB307-309,Warrant officers,,
1,VB310-315,Officers,,
1,VB320-325,"Minorities, women, etc. in navies",,
1,VC10-580,Naval maintenance,,
2,VC20-258,Organization of service,,
1,VC260-268,Supplies and stores,,
1,VC270-279,"Equipment of vessels, supplies, allowances, etc.",,
1,VC280-345,Clothing and equipment,,
1,VC350-410,Subsistence. Provisioning,,
1,VC412-425,Navy yards and stations. Shore facilities,,
1,VD7-430,Naval seamen,,
2,VD21-124,By region or country,,
1,VD160-302,Drill regulations,,
1,VD330-335,Shooting,,
1,VD360-390,Small arms,,
1,VD400-405,Small boat service,,
1,VE7-500,Marines,,
2,VE23-124,By region or country,,
1,VE160-302,Drill regulations,,
1,VE330-335,Shooting,,
1,VE360-390,Small arms,,
1,VE420-425,"Barracks, quarters, etc.",,
1,VE430-435,Training camps,,
1,VF1-580,Naval ordnance,,
2,VF21-124,By region or country,,
1,VF160-302,Ordnance instructions and drill books,,
1,VF310-315,Target practice,,
1,VF346-348,Naval weapons systems,,
1,VF350-375,Ordnance and arms (General),,
1,VF390-510,Ordnance material (Ordnance proper),,
1,VG20-2029,Minor services of navies,,
2,VG20-25,Chaplains,,
2,VG50-55,Coast guard and coast signal service,,
2,VG70-85,"Naval communication by telegraphy, telephone, etc.",,
2,VG90-95,Naval aviation,,
1,VG100-475,Medical service,,
1,VG500-505,Public relations. Press. War correspondents,,
2,VG2000-2005,Social work. Social welfare services,,
2,VG2020-2029,Recreation and information service,,
1,VK1-1661,Navigation. Merchant marine,,
2,VK15-124,"History, conditions, etc.",,
2,VK321-369.8,Harbors. Ports,,
1,VK381-397,Signaling,,
1,VK401-529,Study and teaching,,
1,VK549-572,Science of navigation,,
1,VK573-587,Nautical instruments,,
1,VK588-597,Marine hydrography. Hydrographic surveying,,
1,VK600-794,Tide and current tables,,
1,VK798-997,Sailing directions. Pilot guides,,
2,VK1000-1249,Lighthouse service,,
2,VK1250-1299,Shipwrecks and fires,,
2,VK1299.5-1299.6,Icebreaking operations,,
2,VK1300-1491,Saving of life and property,,
2,VK1500-1661,Pilots and pilotage,,
1,VM1-989,Naval architecture. Shipbuilding. Marine engineering,,
2,VM15-124,History,,
2,VM165-276,Study and teaching,,
2,VM295-296,Contracts and specifications,,
2,VM298.5-301,Shipbuilding industry. Shipyards,,
2,VM311-466,Special types of vessels,,
2,VM595-989,Marine engineering,,
3,VM975-989,Diving,,
0,Z,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES (GENERAL),,
1,Z4-115.5,Books (General). Writing. Paleography,,
2,Z4-8,History of books and bookmaking,,
2,Z40-104.5,Writing,,
3,Z41-42.5,Autographs. Signatures,,
3,Z43-45,Calligraphy. Penmanship,,
3,Z48,Duplicating processes. Copying services,"Including mimeographing, multilithing",
3,Z49-51.5,Typewriters. Typewriting. Keyboards. Keyboarding,,
3,Z52-52.5,Word processing,,
3,Z53-102,Shorthand. Stenography. Phonography,,
2,Z102.5-104.5,Cryptography. Ciphers. Invisible writing,,
2,Z105-115.5,Manuscripts. Paleography,,
1,Z116-659,Book industries and trade,,
2,Z116.A2,Treatises on the modern printed book,,
2,Z116.A3,Book design,,
2,Z116.A5-265.5,Printing,,
3,Z124-228,History,,
3,Z231-234,Printers and printing establishments,,
4,Z234,Medallic history of printing. Tokens,,
3,Z235-236,"Printer's marks, mottoes, etc.",,
3,Z237,"Paper. Watermarks, etc.",,
3,Z240-241.5,Incunabula. Block books,"Including broadsides, playing cards",
3,Z242.9-264.5,Practical printing,"Including printing as a business, layout, paper and ink, machinery, type and type founding, electrotyping, desktop publishing, typesetting, presswork",
3,Z265-265.5,"Representation or reproduction of books, documents, etc., by photography, microphotography, or other means",,
2,Z266-276,Bookbinding. Book decoration,,
2,Z278-549,Bookselling and publishing,,
2,Z551-656,Copyright,,
2,Z657-659,Freedom of the press. Censorship,,
1,Z662-1000.5,Libraries,,
2,Z662-664,Collections,,
2,Z665-718.8,Library science. Information science,,
3,Z668-669.7,Library education. Research,,
3,Z672-Z672.13,Library cooperation and coordination,,
3,Z674.7-674.83,Library information networks,,
3,Z675,Classes of libraries,,
3,Z678-678.88,Library administration and organization. Constitution,,
3,Z678.89-678.892,Library service agencies,,
3,Z678.9-Z678.93,Automation,,
3,Z679-680,Library buildings. Library architecture,"Including planning, space utilization, security, safety, lighting, etc.",
3,Z680.3-680.6,Library communication systems,,
3,Z681-681.3,Reproduction of library materials. Storage media of library materials,,
3,Z681.5-681.7,"Trustees. Library boards, committees, etc.",,
3,Z682-682.4,Personnel,,
3,Z683-683.5,Finance. Insurance,,
3,Z684-685,Supplies. Shelving. Bookstacks,,
3,Z686,Branches. Delivery stations. Bookmobiles,,
3,Z687-718.85,The collections. The books,,
4,Z688,Special collections,,
4,Z688.5-Z688.6,Processing,,
4,Z689-689.8,"Acquisition (selection, purchase, gifts, duplicates)",,
4,Z690,Exchanges,,
4,Z691-692,Special classes of materials,"Including manuscripts, maps, microforms, serials",
4,Z693-695.83,Cataloging,,
4,Z695.85,Library handwriting,,
4,Z695.87,Printing of catalogs,,
4,Z695.9-695.94,Indexing. Abstracting,,
4,Z695.95,Alphabetizing. Filing,,
4,Z695.98,Recataloging. Reclassification,,
4,Z696-697,Classification and notation,,
4,Z698,Shelflisting. Author notation,,
4,Z699-699.5,Machine methods of information and retrieval. Mechanized bibliographic control,,
4,Z699.7,Physical processing. Shelf preparation,,
4,Z700,Bookbinding,,
4,Z700.9-701.5,"Physical parameters, preservation, conservation and restoration of books and other library materials",,
4,Z702,Thefts and losses of books and other library materials,,
4,Z703.5,"Stack management. Disposition of books on shelves, etc.",,
4,Z703.6,Discarding. Weeding,,
3,Z711-711.95,Public services. Reference services,,
3,Z712-714,Circulation. Loans. Charging systems,,
3,Z716-716.15,Library extension. Library commissions. Traveling libraries,,
3,Z716.2-718.85,Libraries in relation to special topics,"Including libraries and community, libraries and television, children's libraries, libraries and students",
2,Z719-723,Libraries (General),,
2,Z729-875,Library reports. History. Statistics,,
2,Z881-977,Library catalogs and bulletins,,
2,Z987-996.3,Book collecting,"Including bibliophilism, bookplates",
2,Z997-997.2,Private libraries,,
2,Z999-1000.5,Booksellers' catalogs,,
1,Z1001-1121,General bibliography,,
2,Z1001,"Introduction to bibliography. Theory, philosophy, psychology. Bibliography. Documentation",,
2,Z1003-1003.5,Choice of books. Books and reading. Book reviews,,
2,Z1003.8-Z1004,Biography of bibliographers,,
2,Z1011-1017,General bibliographies,,
2,Z1019-1033,Special classes of books,"Including prohibited books, rare books, paperbacks, reprints",
2,Z1035-1035.9,Best books,,
2,Z1036,Booksellers' general catalogs of modern books,,
2,Z1037-1039,"Books for special classes of persons, institutions, etc.",,
2,Z1041-1107,Anonyms and pseudonyms,,
1,Z1201-4980,National bibliography,,
2,Z1201-1946,America,,
3,Z1215-1363,United States,,
3,Z1365-1401,Canada. British North America,,
3,Z1411-1939,Mexico. Central America. West Indies. South America,,
2,Z1975,Eastern Hemisphere,,
2,Z2000-2959,Europe,,
2,Z3001-3496,Asia,,
2,Z3501-3975,Africa,,
2,Z4001-4980,Australia. Oceania,,
1,Z5051-7999,Subject bibliography,Subjects arranged in alphabetical sequence,
1,Z8001-8999,Personal bibliography,Names of individuals arranged in alphabetical sequence,
1,ZA3038-5190,Information resources (General),,
2,ZA3150-3159,Information services. Information centers,,
2,ZA3201-3250,Information superhighway,,
2,ZA4050-4775,Information in specific formats or media,,
